ds,cenario_base,cenario_aumento,cenario_reducao,cod_regsaud,uf,regiao_saude,regiao,arquivo_origem
2027-10-01,113.69090906377,122.774889315581,103.96954615972,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Médicos.csv
2027-11-01,114.440534632464,123.872619301542,104.371983259412,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Médicos.csv
2027-12-01,115.165978731201,124.948566028201,104.749488135702,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Médicos.csv
2028-01-01,115.915604299895,126.055154159586,105.146121858541,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Médicos.csv
2028-02-01,116.66522986859,127.166224051439,105.539843360422,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Médicos.csv
2028-03-01,117.366492497369,128.228951580743,105.887032868762,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Médicos.csv
2028-04-01,118.116118066063,129.348906469841,106.275086464673,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Médicos.csv
2028-05-01,118.8415621648,130.446844750707,106.638567487674,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Médicos.csv
2028-06-01,119.591187733495,131.575805288882,107.020944234908,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Médicos.csv
2028-07-01,120.316631832231,132.682655215787,107.378890850993,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Médicos.csv
2028-08-01,121.066257400926,133.820681087796,107.755640762855,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Médicos.csv
2028-09-01,121.815882969621,134.963293288352,108.129566785354,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Médicos.csv
2028-10-01,122.541327068357,136.083653199303,108.479274878528,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Médicos.csv
2028-11-01,123.290952637052,137.235421083963,108.847648541112,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Médicos.csv
2028-12-01,124.016396735789,138.364841678602,109.191944669836,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Médicos.csv
2029-01-01,124.766022304483,139.525825839286,109.554815053035,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Médicos.csv
2029-02-01,125.515647873178,140.691472506541,109.91492336867,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Médicos.csv
2029-03-01,126.192729031999,141.780291881319,110.208926102713,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Médicos.csv
2029-04-01,126.942354600693,142.955119829217,110.563718476157,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Médicos.csv
2029-05-01,127.66779869943,144.107361001927,110.894780538495,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Médicos.csv
2029-06-01,128.417424268125,145.291557868747,111.24419026535,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Médicos.csv
2029-07-01,129.142868366861,146.453071544505,111.570007262684,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Médicos.csv
2029-08-01,129.892493935556,147.64669921114,111.914082148161,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Médicos.csv
2029-09-01,130.642119504251,148.845097650278,112.255479248972,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Médicos.csv
2029-10-01,131.367563602987,150.020667583868,112.573488581625,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Médicos.csv
2029-11-01,132.11718917168201,151.228590495042,112.90962202795,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Médicos.csv
2029-12-01,132.842633270419,152.413587462092,113.22250331095,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Médicos.csv
2030-01-01,133.592258839113,153.631097664979,113.553420013246,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Médicos.csv
2030-02-01,134.341884407808,154.853457615511,113.881718025009,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Médicos.csv
2025-02-01,82.2010505818366,82.3927500725103,81.9786980761399,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2025-03-01,82.7014711499941,83.0876539540124,82.2546640010546,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2025-04-01,83.2555082075971,83.8393433570954,82.5817196964248,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2025-05-01,83.7916731020516,84.5760474158598,82.8887246082073,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2025-06-01,84.3457101596546,85.333813146721,83.2110961359085,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2025-07-01,84.8818750541091,86.0765295423734,83.5135330983777,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2025-08-01,85.4359121117121,86.8404119583432,83.8312615259435,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2025-09-01,85.9899491693151,87.6073891094418,84.1466599897793,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2025-10-01,86.5261140637697,88.3592204801671,84.4422970240546,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2025-11-01,87.0801511213726,89.1323754099891,84.7531135421902,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2025-12-01,87.6163160158272,89.8903198894856,85.0442831796933,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2026-01-01,88.1703530734302,90.6696935694803,85.3505580553816,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2026-02-01,88.7243901310332,91.4522134966789,85.6545537302814,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2026-03-01,89.2248106991907,92.1824963011441,85.9046589319526,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2026-04-01,89.7788477567937,92.9712108791925,86.204266070538,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2026-05-01,90.3150126512482,93.7445519814149,86.4845096287042,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2026-06-01,90.8690497088512,94.5395885244634,86.7796741901827,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2026-07-01,91.4052146033057,95.3191859580226,87.0555874245161,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2026-08-01,91.9592516609087,96.1205863101168,87.3463486671482,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2026-09-01,92.5132887185117,96.925206119937,87.6348999206556,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2026-10-01,93.0494536129662,97.7142878994376,87.9043670756969,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2026-11-01,93.6034906705692,98.5253348608007,88.1885734701939,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2026-12-01,94.1396555650237,99.3207774618747,88.4538064068012,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2027-01-01,94.6936926226268,100.138294054368,88.733706467381,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2027-02-01,95.2477296802297,100.959083510278,89.0114450667977,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2027-03-01,95.7481502483873,101.726192609962,89.2370614024983,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2027-04-01,96.3021873059903,102.553427437679,89.5106411487427,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2027-05-01,96.8383522004448,103.364890694824,89.7655210704556,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2027-06-01,97.3923892580478,104.198702168231,90.0348891683936,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2027-07-01,97.9285541525023,105.016674752915,90.2856658647408,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2027-08-01,98.4825912101053,105.857106254631,90.5508598370816,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2027-09-01,99.0366282677083,106.700886520891,90.8139585041183,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2027-10-01,99.5727931621628,107.528726439074,91.0586272919934,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2027-11-01,100.126830219766,108.379192403429,91.317607708474,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2027-12-01,100.66299511422,109.213649987573,91.5582651108452,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2028-01-01,101.217032171823,110.070845690328,91.8131640962166,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2028-02-01,101.771069229426,110.931445522896,92.0660141603001,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2028-03-01,102.289361960732,111.756408179122,92.2845763010559,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2028-04-01,102.843399018335,112.623758877878,92.5334433771465,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2028-05-01,103.37956391279,113.4749298013,92.7642518521662,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2028-06-01,103.933600970393,114.349121397869,93.0091282174821,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2028-07-01,104.469765864847,115.2070641742,93.2360507038823,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2028-08-01,105.02380292245,116.088141644372,93.4769722151653,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2028-09-01,105.577839980053,116.972702036993,93.7159081465893,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2028-10-01,106.114004874508,117.840909547816,93.9370462082717,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2028-11-01,106.668041932111,118.732423893655,94.1720806795494,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2028-12-01,107.204206826565,119.607515580698,94.3894204983134,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2029-01-01,107.758243884168,120.506029536132,94.6205886916835,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2029-02-01,108.312280941771,121.408083808301,94.8498156311931,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2029-03-01,108.812701509929,122.253450724254,95.0302848011435,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2029-04-01,109.366738567532,123.162480059802,95.255782293249,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2029-05-01,109.902903461986,124.05491083655,95.4638404054729,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2029-06-01,110.456940519589,124.971054800156,95.6855580721971,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2029-07-01,110.993105414044,125.870529388992,95.8899375068424,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2029-08-01,111.547142471647,126.793834604057,96.107909608373,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2029-09-01,112.10117952925,127.720761704265,96.3240008672825,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2029-10-01,112.637344423704,128.630912699167,96.5229045783881,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2029-11-01,113.191381481307,129.565071622594,96.7353012882241,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2029-12-01,113.727546375762,130.482382874077,96.9306101442907,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2030-01-01,114.281583433365,131.423820948369,97.13934591836,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2030-02-01,114.835620490968,132.368940400359,97.3462432035033,11002,RO,CAFE,Região Norte,projecao_11002_Médicos.csv
2025-02-01,156.203257771068,156.56753638727,155.780730497784,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2025-03-01,156.794143892417,157.526309853917,155.947039924025,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2025-04-01,157.448339241054,158.552456874326,156.174106648307,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2025-05-01,158.081431513928,159.56123266575,156.377928227672,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2025-06-01,158.735626862565,160.59520154348,156.600323621113,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2025-07-01,159.368719135439,161.611725142112,156.799608772535,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2025-08-01,160.022914484075,162.65356655175,157.017376682506,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2025-09-01,160.677109832712,163.699388336399,157.232819182295,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2025-10-01,161.310202105586,164.727653238226,157.425352410617,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2025-11-01,161.964397454223,165.781424251563,157.636232717344,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2025-12-01,162.597489727097,166.81756354782,157.824336715556,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2026-01-01,163.251685075734,167.879335224967,158.030697836619,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2026-02-01,163.90588042437,168.945151922636,158.234787759987,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2026-03-01,164.49676654572,169.949618887659,158.375663840408,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2026-04-01,165.150961894356,171.023412405288,158.575408536239,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2026-05-01,165.78405416723,172.07938555667,158.752705757533,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2026-06-01,166.438249515867,173.161309316844,158.948036895387,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2026-07-01,167.071341788741,174.22533676368,159.121050854083,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2026-08-01,167.725537137378,175.315443282118,159.31201029351,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2026-09-01,168.379732486015,176.409686691434,159.500772369862,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2026-10-01,169.012824758889,177.485919325011,159.667411373553,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2026-11-01,169.667020107525,178.588424974029,159.851864081453,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2026-12-01,170.3001123804,179.672843096212,160.014322138109,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2027-01-01,170.954307729036,180.783664287484,160.194506531874,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2027-02-01,171.608503077673,181.898689359404,160.372545319201,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2027-03-01,172.199389199022,182.95066993498,160.489444731437,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2027-04-01,172.853584547659,184.073986647117,160.663382738732,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2027-05-01,173.486676820533,185.179022351026,160.815643696025,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2027-06-01,174.14087216917,186.310788889204,160.985414208257,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2027-07-01,174.773964442044,187.424196527041,161.133633515075,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2027-08-01,175.42815979068,188.564467311771,161.29927648627,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2027-09-01,176.082355139317,189.709037178293,161.46284432972,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2027-10-01,176.715447412191,190.835130751005,161.605048443687,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2027-11-01,177.369642760828,191.988287226419,161.764548238221,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2027-12-01,178.002735033702,193.122888691549,161.902808337648,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2028-01-01,178.656930382339,194.284687010378,162.058279265436,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2028-02-01,179.311125730975,195.450853825986,162.2117244679,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2028-03-01,179.923114928087,196.575290795942,162.325075742273,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2028-04-01,180.577310276724,197.750129279523,162.474601920825,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2028-05-01,181.210402549598,198.906214442223,162.603195294226,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2028-06-01,181.864597898235,200.089834171761,162.748789094263,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2028-07-01,182.497690171109,201.254620694626,162.873571633612,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2028-08-01,183.151885519745,202.447078062387,163.015271181202,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2028-09-01,183.806080868382,203.64400270044,163.155012403173,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2028-10-01,184.439173141256,204.82197373397,163.274123434274,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2028-11-01,185.093368489893,206.027821354718,163.410027173589,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2028-12-01,185.726460762767,207.214634639933,163.525420517884,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2029-01-01,186.380656111404,208.429462477759,163.657524160842,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2029-02-01,187.03485146004,209.648829511228,163.787716622176,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2029-03-01,187.62573758139,210.801621002996,163.86071691049,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2029-04-01,188.279932930026,212.02994428545,163.987264649898,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2029-05-01,188.9130252029,213.239029717852,164.093598261692,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2029-06-01,189.567220551537,214.476477407573,164.216437693675,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2029-07-01,190.200312824411,215.694605316731,164.319180389442,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2029-08-01,190.854508173048,216.941235844594,164.438347889621,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2029-09-01,191.508703521685,218.192507781809,164.555668384396,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2029-10-01,192.141795794559,219.424336459319,164.653067025747,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2029-11-01,192.795991143195,220.684879662347,164.766769751624,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2029-12-01,193.42908341607,221.925896808554,164.860666326363,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2030-01-01,194.083278764706,223.195770579411,164.97078695,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2030-02-01,194.737474113343,224.470360280353,165.079105549523,11003,RO,CENTRAL,Região Norte,projecao_11003_Médicos.csv
2025-02-01,210.530743415928,211.021718117569,209.961261177035,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Médicos.csv
2025-03-01,211.221067610983,212.207385544914,210.07991399300101,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Médicos.csv
2025-04-01,211.985355112651,213.471917433369,210.269753347834,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Médicos.csv
2025-05-01,212.724988178781,214.716307965764,210.432639779851,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Médicos.csv
2025-06-01,213.489275680448,215.990284808325,210.617429256393,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Médicos.csv
2025-07-01,214.228908746579,217.244034498536,210.775422312854,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Médicos.csv
2025-08-01,214.993196248246,218.527516930193,210.955210935408,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Médicos.csv
2025-09-01,215.757483749914,219.815804227709,211.13248467686,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Médicos.csv
2025-10-01,216.497116816044,221.083735067207,211.283195146825,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Médicos.csv
2025-11-01,217.261404317712,222.381619719019,211.455541031502,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Médicos.csv
2025-12-01,218.001037383842,223.659061208798,211.601477895845,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Médicos.csv
2026-01-01,218.76532488551,224.966604755203,211.768943996345,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Médicos.csv
2026-02-01,219.529612387178,226.279030503623,211.933955835989,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Médicos.csv
2026-03-01,220.219936582233,227.519939020885,212.02531441498,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Médicos.csv
2026-04-01,220.984224083901,228.84199799417,212.185646466803,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Médicos.csv
2026-05-01,221.723857150031,230.143395233568,212.319950977057,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Médicos.csv
2026-06-01,222.488144651699,231.475268139555,212.475521268404,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Médicos.csv
2026-07-01,223.227777717829,232.786391319433,212.605215173272,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Médicos.csv
2026-08-01,223.992065219497,234.128140984691,212.756070476525,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Médicos.csv
2026-09-01,224.756352721165,235.474882754926,212.904554038512,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Médicos.csv
2026-10-01,225.495985787295,236.800742184227,213.027386395962,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Médicos.csv
2026-11-01,226.260273288963,238.157455793478,213.171224613353,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Médicos.csv
2026-12-01,226.999906355093,239.493198138884,213.289560606332,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Médicos.csv
2027-01-01,227.764193856761,240.859947350227,213.428799339443,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Médicos.csv
2027-02-01,228.528481358428,242.231768792823,213.565724169242,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Médicos.csv
2027-03-01,229.218805553483,243.530097480414,213.631412959103,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Médicos.csv
2027-04-01,229.983093055151,244.911928849381,213.763930899387,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Médicos.csv
2027-05-01,230.722726121281,246.272564788939,213.871315057111,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Médicos.csv
2027-06-01,231.487013622949,247.664592398505,213.999346091023,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Médicos.csv
2027-07-01,232.226646689079,249.035334334954,214.102389331801,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Médicos.csv
2027-08-01,232.990934190747,250.437623278792,214.225978073699,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Médicos.csv
2027-09-01,233.755221692415,251.845098321068,214.347331630812,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Médicos.csv
2027-10-01,234.494854758545,253.231151682542,214.443914881183,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Médicos.csv
