ds,cenario_base,cenario_aumento,cenario_reducao,cod_regsaud,uf,regiao_saude,regiao,arquivo_origem
2027-07-01,118.055553017676,126.60047645272,108.841841947676,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Enfermeiros.csv
2027-08-01,118.720402263365,127.610353084373,109.158729203389,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Enfermeiros.csv
2027-09-01,119.385251509054,128.624251414353,109.473105720442,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Enfermeiros.csv
2027-10-01,120.028654004881,129.619024348567,109.765369859518,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Enfermeiros.csv
2027-11-01,120.69350325057,130.640951899975,110.074811702381,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Enfermeiros.csv
2027-12-01,121.336905746398,131.643672431223,110.362269386607,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Enfermeiros.csv
2028-01-01,122.001754992086,132.673682082347,110.666820699699,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Enfermeiros.csv
2028-02-01,122.666604237775,133.707779907523,110.968916886308,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Enfermeiros.csv
2028-03-01,123.288559983742,134.699116010211,111.229870856313,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Enfermeiros.csv
2028-04-01,123.95340922943,135.741321333199,111.527194587286,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Enfermeiros.csv
2028-05-01,124.596811725258,136.764113997585,111.802851408902,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Enfermeiros.csv
2028-06-01,125.261660970946,137.814534886997,112.095393378128,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Enfermeiros.csv
2028-07-01,125.905063466774,138.845460278323,112.366394086211,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Enfermeiros.csv
2028-08-01,126.569912712463,139.904150735522,112.654197283592,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Enfermeiros.csv
2028-09-01,127.234761958151,140.967023971038,112.939621297197,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Enfermeiros.csv
2028-10-01,127.878164453979,142.010276856323,113.203691233297,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Enfermeiros.csv
2028-11-01,128.543013699668,143.081501401053,113.484440490826,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Enfermeiros.csv
2028-12-01,129.186416195495,144.133021877722,113.743959513397,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Enfermeiros.csv
2029-01-01,129.851265441184,145.212652550089,114.020076195859,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Enfermeiros.csv
2029-02-01,130.516114686873,146.296534912382,114.293866838652,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Enfermeiros.csv
2029-03-01,131.116623682978,147.312395245466,114.509151209897,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Enfermeiros.csv
2029-04-01,131.781472928667,148.404654325558,114.778473418823,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Enfermeiros.csv
2029-05-01,132.424875424495,149.476998294309,115.026871675062,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Enfermeiros.csv
2029-06-01,133.089724670183,150.577801601751,115.291664958646,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Enfermeiros.csv
2029-07-01,133.733127166011,151.658604833497,115.53565564912,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Enfermeiros.csv
2029-08-01,134.3979764117,152.76800834765,115.795961082616,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Enfermeiros.csv
2029-09-01,135.062825657388,153.881761488433,116.054012905059,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Enfermeiros.csv
2029-10-01,135.706228153216,154.975386499222,116.291442929022,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Enfermeiros.csv
2029-11-01,136.371077398905,156.097824580021,116.54506806564,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Enfermeiros.csv
2029-12-01,137.014479894732,157.200048665846,116.778191019072,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Enfermeiros.csv
2030-01-01,137.679329140421,158.331228511483,117.027429769358,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Enfermeiros.csv
2030-02-01,138.34417838611,159.466829414379,117.274465687433,11001,RO,VALE DO JAMARI,Região Norte,projecao_11001_Enfermeiros.csv
2025-02-01,89.2074163388992,89.4154552405367,88.9661117277138,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2025-03-01,89.3285468905005,89.7456754885455,88.845935967139,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2025-04-01,89.4626557154877,90.0900189266272,88.7386326340388,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2025-05-01,89.5924384493462,90.431113759547,88.6269802556764,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2025-06-01,89.7265472743334,90.7776863211575,88.5195505148411,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2025-07-01,89.856330008192,91.1209965565547,88.4077971351861,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2025-08-01,89.9904388331792,91.4698115514595,88.300245484527,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2025-09-01,90.1245476581663,91.8197579051353,88.1926288105141,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2025-10-01,90.2543303920249,92.1664212554531,88.0807263464258,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2025-11-01,90.388439217012,92.5186301730743,87.9729944563746,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2025-12-01,90.5182219508706,92.867542222631,87.8610018152507,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2026-01-01,90.6523307758578,93.2220272040975,87.7531590952888,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2026-02-01,90.7864396008449,93.5776604913038,87.6452569275155,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2026-03-01,90.9075701524463,93.9210370260823,87.5248010848319,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2026-04-01,91.0416789774334,94.2789459487823,87.4168171476147,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2026-05-01,91.171461711292,94.6335230513602,87.3046343765783,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2026-06-01,91.3055705362791,94.9937420513201,87.1965502915923,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2026-07-01,91.4353532701377,95.3506151625899,87.0842919066032,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2026-08-01,91.5694620951249,95.7131580098206,86.9761119078788,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2026-09-01,91.703570920112,96.0768732415365,86.8678799691475,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2026-10-01,91.8333536539706,96.4372213837968,86.7555102791708,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2026-11-01,91.9674624789578,96.8032812892355,86.6471887275777,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2026-12-01,92.0972452128163,97.1659598894086,86.5347536036749,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2027-01-01,92.2313540378035,97.5343784350768,86.4263465666562,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2027-02-01,92.3654628627907,97.9039868975018,86.3178928388375,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2027-03-01,92.486593414392,98.2610002501866,86.1972977443186,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2027-04-01,92.6207022393791,98.6329670389762,86.0887864857242,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2027-05-01,92.7504849732377,99.001516685314,85.9762214450599,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2027-06-01,92.8845937982249,99.3758773034579,85.8676347483013,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2027-07-01,93.0143765320834,99.746806354389,85.7550179604922,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2027-08-01,93.1484853570706,100.123575047542,85.6463598079969,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2027-09-01,93.2825941820578,100.501558567694,85.5376620285048,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2027-10-01,93.4123769159163,100.876088783177,85.424969451172,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2027-11-01,93.5464857409035,101.256501923863,85.3162061421958,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2027-12-01,93.676268474762,101.633447184201,85.20347138365,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2028-01-01,93.8103772997492,102.01630439414,85.094646425995,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2028-02-01,93.9444861247364,102.400394568218,84.9857867793854,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2028-03-01,94.0699427674663,102.776268419226,84.8690875038679,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2028-04-01,94.2040515924535,103.162813492542,84.7601825409716,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2028-05-01,94.333834326312,103.545853966805,84.6473638930093,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2028-06-01,94.4679431512992,103.934879565003,84.5384067805362,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2028-07-01,94.5977258851578,104.320385774425,84.4255588598797,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2028-08-01,94.7318347101449,104.711906634946,84.3165533401087,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2028-09-01,94.8659435351321,105.104686255086,84.2075198001553,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2028-10-01,94.9957262689907,105.49392419909,84.0946295323762,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2028-11-01,95.1298350939778,105.88922137054401,83.9855531538117,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2028-12-01,95.2596178278364,106.280961921458,83.8726425932772,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2029-01-01,95.3937266528236,106.678791591515,83.7635270215257,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2029-02-01,95.5278354778107,107.077898783709,83.654388070623,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2029-03-01,95.648966029412,107.463705918886,83.5338922440091,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2029-04-01,95.7830748543992,107.865345545959,83.4247399640137,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2029-05-01,95.9128575882578,108.263390878527,83.3118092535678,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2029-06-01,96.0469664132449,108.66760066462,83.2026266449324,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2029-07-01,96.1767491471035,109.068200992298,83.0896876965847,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2029-08-01,96.3108579720907,109.474996182821,82.9804782730252,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2029-09-01,96.4449667970778,109.883095553435,82.8712517068813,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2029-10-01,96.5747495309364,110.287562614478,82.7583017102324,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2029-11-01,96.7088583559235,110.698270446445,82.6490535575394,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2029-12-01,96.8386410897821,111.105330646395,82.5361037453725,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2030-01-01,96.9727499147693,111.518662401984,82.4268374275537,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2030-02-01,97.1068587397564,111.933317746125,82.3175583254855,11002,RO,CAFE,Região Norte,projecao_11002_Enfermeiros.csv
2025-02-01,156.928106194225,157.294075215507,156.503618217738,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2025-03-01,157.187552333417,157.921555355042,156.338322916694,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2025-04-01,157.474796273238,158.579099438323,156.200349563195,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2025-05-01,157.752774279516,159.229498869155,156.052812640583,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2025-06-01,158.040018219336,159.891443902788,155.914072268495,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2025-07-01,158.317996225614,160.546214024094,155.765824087042,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2025-08-01,158.605240165434,161.212586771578,155.626329011485,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2025-09-01,158.892484105255,161.881194442456,155.48644887102,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2025-10-01,159.170462111533,162.542581598865,155.337143988372,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2025-11-01,159.457706051353,163.215657469117,155.196527476289,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2025-12-01,159.735684057631,163.881482247125,155.046541176706,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2026-01-01,160.022927997452,164.559053467058,154.905200332632,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2026-02-01,160.310171937272,165.238893702678,154.763489672147,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2026-03-01,160.569618076465,165.892290590694,154.594648815744,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2026-04-01,160.856862016285,166.576622595934,154.452280007953,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2026-05-01,161.134840022563,167.25362642468,154.300677311132,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2026-06-01,161.422083962384,167.942522183971,154.157613601537,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2026-07-01,161.700061968661,168.624058737861,154.005369850676,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2026-08-01,161.987305908482,169.317545951044,153.861622903451,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2026-09-01,162.274549848302,170.013350621698,153.717526774938,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2026-10-01,162.55252785458,170.701749326021,153.564330823973,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2026-11-01,162.839771794401,171.402187351804,153.419568820368,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2026-12-01,163.117749800679,172.095188056479,153.265760064486,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2027-01-01,163.404993740499,172.800287537086,153.120343586739,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2027-02-01,163.692237680319,173.507739758568,152.974592371489,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2027-03-01,163.951683819512,174.188018501509,152.802601805785,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2027-04-01,164.238927759333,174.900128767493,152.656259806525,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2027-05-01,164.516905765611,175.60472266932,152.50100229278,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2027-06-01,164.804149705431,176.321565186633,152.354033680242,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2027-07-01,165.082127711709,177.030859522566,152.19820155426,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2027-08-01,165.369371651529,177.752462958968,152.050617370711,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2027-09-01,165.65661559135,178.476469270216,151.902717988136,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2027-10-01,165.934593597628,179.192879451316,151.74603255979,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2027-11-01,166.221837537448,179.921690046334,151.597534042678,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2027-12-01,166.499815543726,180.642872359946,151.440300729794,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2028-01-01,166.787059483546,181.376516319826,151.291213868956,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2028-02-01,167.074303423367,182.112599669202,151.141825484039,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2028-03-01,167.343015496102,182.830882774368,150.975419007182,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2028-04-01,167.630259435923,183.571819869368,150.825480953278,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2028-05-01,167.908237442201,184.305047687055,150.666934900996,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2028-06-01,168.195481382021,185.050891526452,150.516434987352,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2028-07-01,168.473459388299,185.788993463498,150.357377292365,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2028-08-01,168.760703328119,186.539773716105,150.206325966532,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2028-09-01,169.04794726794,187.293045296947,150.054991667994,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2028-10-01,169.325925274218,188.038525809451,149.895174398075,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2028-11-01,169.613169214038,188.796778681704,149.74330423825,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2028-12-01,169.891147220316,189.547207518177,149.583000598681,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2029-01-01,170.178391160137,190.310471777907,149.430604784953,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2029-02-01,170.465635099957,191.076265153874,149.277938938221,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2029-03-01,170.72508123915,191.813363854036,149.100728754302,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2029-04-01,171.01232517897,192.584165585496,148.947596225991,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2029-05-01,171.290303185248,193.347060172632,148.78615260549,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2029-06-01,171.577547125069,194.122949118263,148.632519351821,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2029-07-01,171.855525131346,194.89089746622,148.470623500235,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2029-08-01,172.142769071167,195.671904329076,148.316499401425,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2029-09-01,172.430013010987,196.455494000341,148.162122758772,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2029-10-01,172.707991017265,197.231092659844,147.999555761689,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2029-11-01,172.995234957086,198.019846690216,147.844702980009,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2029-12-01,173.273212963364,198.800575904499,147.681707637543,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2030-01-01,173.560456903184,199.594525438661,147.526388367706,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2030-02-01,173.847700843005,200.39109688476,147.370828792309,11003,RO,CENTRAL,Região Norte,projecao_11003_Enfermeiros.csv
2025-02-01,242.091312752116,242.65588925111,241.436459686166,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Enfermeiros.csv
2025-03-01,242.934301431456,244.068707487533,241.621812293199,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Enfermeiros.csv
2025-04-01,243.867610326439,245.577749220525,241.893984825586,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Enfermeiros.csv
2025-05-01,244.770812482874,247.062113407821,242.133134676879,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Enfermeiros.csv
2025-06-01,245.704121377858,248.582524746665,242.398922556485,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Enfermeiros.csv
2025-07-01,246.607323534293,250.078153387089,242.631879457834,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Enfermeiros.csv
2025-08-01,247.540632429276,251.610007609906,242.89134372841,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Enfermeiros.csv
2025-09-01,248.47394132426,253.147646573081,243.147628983526,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Enfermeiros.csv
2025-10-01,249.377143480695,254.660344358992,243.371368848108,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Enfermeiros.csv
2025-11-01,250.310452375678,256.209537109052,243.621421389404,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Enfermeiros.csv
2025-12-01,251.213654532114,257.733682416175,243.839117485554,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Enfermeiros.csv
2026-01-01,252.146963427097,259.294503327777,244.082997178763,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Enfermeiros.csv
2026-02-01,253.08027232208,260.861202449688,244.323773335284,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Enfermeiros.csv
2026-03-01,253.92326100142,262.340484497662,244.474501658024,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Enfermeiros.csv
2026-04-01,254.856569896403,263.918779264943,244.709350922938,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Enfermeiros.csv
2026-05-01,255.759772052839,265.471758704679,244.912311025771,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Enfermeiros.csv
2026-06-01,256.693080947822,267.061869004228,245.141134444552,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Enfermeiros.csv
2026-07-01,257.596283104258,268.6265561311,245.338253854962,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Enfermeiros.csv
2026-08-01,258.529591999241,270.228557895561,245.561109683764,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Enfermeiros.csv
2026-09-01,259.462900894224,271.836570702489,245.780964745214,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Enfermeiros.csv
2026-10-01,260.366103050659,273.418997800558,245.969391629449,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Enfermeiros.csv
2026-11-01,261.299411945643,275.039016990094,246.183365844626,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Enfermeiros.csv
2026-12-01,262.202614102078,276.63334148452,246.366094372661,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Enfermeiros.csv
2027-01-01,263.135922997062,278.265444123689,246.574244868612,11004,RO,MADEIRA-MAMORE,Região Norte,projecao_11004_Enfermeiros.csv
