"","ANO","MES","COMPETEN","regiao","uf_sigla","cod_regsaud","regiao_saude_pad","CBO_recod","categoria_profissional","HORAS","FTE40"
"142","2023","12","202312","Região Sudeste","MG","31012","VARGINHA","225","Médicos","3827","95"
"143","2023","01","202301","Região Centro-Oeste","MS","50004","TRES LAGOAS","225","Médicos","5441","136"
"144","2023","06","202306","Região Sul","RS","43017","REGIAO 17","225","Médicos","8777","219"
"145","2023","11","202311","Região Nordeste","CE","23008","8ª REGIAO QUIXADA","225","Médicos","5590","139"
"146","2023","04","202304","Região Sudeste","MG","31084","MONTES CLAROS","225","Médicos","8868","221"
"147","2023","07","202307","Região Norte","PA","15011","TOCANTINS","2235","Enfermeiros","10672","266"
"148","2023","07","202307","Região Centro-Oeste","GO","52018","SAO PATRICIO II","225","Médicos","4356","108"
"149","2023","09","202309","Região Sul","PR","41001","1ª RS PARANAGUA","2235","Enfermeiros","4144","103"
"150","2023","03","202303","Região Sul","PR","41006","6ª RS UNIAO DA VITORIA","225","Médicos","3191","79"
"151","2023","10","202310","Região Sul","PR","41010","10ª RS CASCAVEL","225","Médicos","13307","332"
"152","2023","05","202305","Região Nordeste","AL","27002","2ª REGIAO DE SAUDE","2235","Enfermeiros","3792","94"
"153","2023","09","202309","Região Nordeste","MA","21007","CODO","2235","Enfermeiros","5490","137"
"154","2023","09","202309","Região Nordeste","MA","21010","PEDREIRAS","2235","Enfermeiros","6321","158"
"155","2023","07","202307","Região Centro-Oeste","MS","50002","CORUMBA","225","Médicos","1618","40"
"156","2023","06","202306","Região Norte","PA","15009","RIO CAETES","2235","Enfermeiros","12068","301"
"157","2023","07","202307","Região Sul","PR","41019","19ª RS JACAREZINHO","2235","Enfermeiros","5505","137"
"158","2023","10","202310","Região Sudeste","RJ","33003","CENTRO-SUL","2235","Enfermeiros","6771","169"
"159","2023","01","202301","Região Nordeste","SE","28006","NOSSA SENHORA DO SOCORRO","225","Médicos","7298","182"
"160","2023","04","202304","Região Sudeste","SP","35052","SUL - BARRETOS","2235","Enfermeiros","3110","77"
"161","2023","07","202307","Região Nordeste","AL","27004","4ª REGIAO DE SAUDE","225","Médicos","2924","73"
"162","2023","03","202303","Região Norte","AM","13005","BAIXO AMAZONAS","225","Médicos","3158","78"
"163","2023","10","202310","Região Centro-Oeste","DF","53001","DISTRITO FEDERAL","225","Médicos","33155","828"
"164","2023","02","202302","Região Sudeste","ES","32002","METROPOLITANA","2235","Enfermeiros","33234","830"
"165","2023","02","202302","Região Centro-Oeste","GO","52010","OESTE II","225","Médicos","2606","65"
"166","2023","10","202310","Região Centro-Oeste","GO","52018","SAO PATRICIO II","2235","Enfermeiros","3891","97"
"167","2023","10","202310","Região Centro-Oeste","GO","52008","NORTE","225","Médicos","2557","63"
"168","2023","01","202301","Região Nordeste","MA","21008","IMPERATRIZ","2235","Enfermeiros","11226","280"
"169","2023","01","202301","Região Nordeste","MA","21012","PRESIDENTE DUTRA","225","Médicos","5806","145"
"170","2023","04","202304","Região Nordeste","PE","26011","SALGUEIRO","2235","Enfermeiros","2805","70"
"171","2023","07","202307","Região Nordeste","RN","24004","4ª REGIAO DE SAUDE - CAICO","2235","Enfermeiros","7040","176"
"172","2023","04","202304","Região Sul","RS","43026","REGIAO 26","225","Médicos","5092","127"
"173","2023","04","202304","Região Sul","RS","43025","REGIAO 25","2235","Enfermeiros","4866","121"
"174","2023","08","202308","Região Sul","RS","43005","REGIAO 05","2235","Enfermeiros","3579","89"
"175","2023","06","202306","Região Sudeste","SP","35153","JALES","2235","Enfermeiros","2905","72"
"176","2023","09","202309","Região Norte","AM","13002","RIO NEGRO E SOLIMOES","2235","Enfermeiros","6286","157"
"177","2023","08","202308","Região Norte","PA","15011","TOCANTINS","225","Médicos","8241","206"
"178","2023","10","202310","Região Nordeste","SE","28003","ITABAIANA","225","Médicos","5993","149"
"179","2023","03","202303","Região Nordeste","CE","23002","2ª REGIAO CAUCAIA","225","Médicos","9445","236"
"180","2023","04","202304","Região Sudeste","ES","32002","METROPOLITANA","225","Médicos","34492","862"
"181","2023","03","202303","Região Centro-Oeste","GO","52010","OESTE II","2235","Enfermeiros","2918","72"
"182","2023","03","202303","Região Centro-Oeste","GO","52014","SERRA DA MESA","2235","Enfermeiros","3090","77"
"183","2023","10","202310","Região Nordeste","RN","24008","8ª REGIAO DE SAUDE - ACU","225","Médicos","3202","80"
"184","2023","01","202301","Região Sul","RS","43017","REGIAO 17","225","Médicos","8564","214"
"185","2023","09","202309","Região Sudeste","SP","35121","VALE DO RIBEIRA","2235","Enfermeiros","6792","169"
"186","2023","09","202309","Região Sudeste","SP","35113","ALTO CAPIVARI","225","Médicos","1341","33"
"187","2023","12","202312","Região Centro-Oeste","GO","52010","OESTE II","2235","Enfermeiros","2768","69"
"188","2023","03","202303","Região Sudeste","MG","31021","ITABIRA","225","Médicos","4582","114"
"189","2023","03","202303","Região Sudeste","MG","31050","CORACAO DE JESUS","225","Médicos","1641","41"
"190","2023","06","202306","Região Sudeste","MG","31035","CORONEL FABRICIANO/TIMOTEO","2235","Enfermeiros","4194","104"
"191","2023","12","202312","Região Sul","PR","41006","6ª RS UNIAO DA VITORIA","2235","Enfermeiros","2419","60"
"192","2023","02","202302","Região Sudeste","SP","35115","PONTAL DO PARANAPANEMA","2235","Enfermeiros","2018","50"
"193","2023","10","202310","Região Norte","AM","13003","RIO MADEIRA","2235","Enfermeiros","4248","106"
"194","2023","10","202310","Região Norte","AM","13001","MANAUS, ENTORNO E ALTO RIO NEGRO","225","Médicos","32927","823"
"195","2023","10","202310","Região Nordeste","CE","23008","8ª REGIAO QUIXADA","225","Médicos","5506","137"
"196","2023","11","202311","Região Sudeste","MG","31022","OURO PRETO","225","Médicos","6148","153"
"197","2023","02","202302","Região Nordeste","PI","22004","ENTRE RIOS","2235","Enfermeiros","21298","532"
"198","2023","01","202301","Região Sudeste","SP","35011","ALTO DO TIETE","2235","Enfermeiros","22936","573"
"199","2023","01","202301","Região Sudeste","SP","35073","JUNDIAI","2235","Enfermeiros","9635","240"
"200","2023","07","202307","Região Nordeste","MA","21016","SAO LUIS","225","Médicos","13470","336"
"201","2023","02","202302","Região Sudeste","MG","31053","JANUARIA","225","Médicos","2017","50"
"202","2023","07","202307","Região Sudeste","MG","31040","RESPLENDOR","2235","Enfermeiros","2796","69"
"203","2023","07","202307","Região Sudeste","MG","31023","JOAO MONLEVADE","2235","Enfermeiros","2435","60"
"204","2023","07","202307","Região Nordeste","PB","25014","14ª REGIAO","225","Médicos","3354","83"
"205","2023","07","202307","Região Norte","TO","17007","CANTAO","225","Médicos","2614","65"
"206","2023","12","202312","Região Norte","AC","12001","ALTO ACRE","225","Médicos","1730","43"
"207","2023","08","202308","Região Nordeste","CE","23005","5ª REGIAO CANINDE","2235","Enfermeiros","4110","102"
"208","2023","12","202312","Região Nordeste","MA","21007","CODO","2235","Enfermeiros","5560","139"
"209","2023","04","202304","Região Nordeste","PB","25013","13ª REGIAO","2235","Enfermeiros","1480","37"
"210","2023","03","202303","Região Sudeste","RJ","33005","METROPOLITANA I","2235","Enfermeiros","112091","2802"
"211","2023","11","202311","Região Norte","RO","11005","ZONA DA MATA","225","Médicos","2328","58"
"212","2023","09","202309","Região Nordeste","BA","29012","ITABUNA","2235","Enfermeiros","10450","261"
"213","2023","09","202309","Região Nordeste","BA","29020","SALVADOR","225","Médicos","37030","925"
"214","2023","01","202301","Região Centro-Oeste","GO","52013","SAO PATRICIO I","2235","Enfermeiros","5313","132"
"215","2023","06","202306","Região Centro-Oeste","GO","52005","ESTRADA DE FERRO","2235","Enfermeiros","4493","112"
"216","2023","09","202309","Região Sudeste","MG","31008","SAO LOURENCO","225","Médicos","5811","145"
"217","2023","03","202303","Região Centro-Oeste","MT","51001","ALTO TAPAJOS","225","Médicos","1404","35"
"218","2023","03","202303","Região Centro-Oeste","MT","51005","GARCAS ARAGUAIA","2235","Enfermeiros","3848","96"
"219","2023","12","202312","Região Norte","PA","15009","RIO CAETES","225","Médicos","11091","277"
"220","2023","03","202303","Região Sul","RS","43002","REGIAO 02","225","Médicos","2416","60"
"221","2023","06","202306","Região Sul","SC","42017","VALE DO ITAPOCU","2235","Enfermeiros","4599","114"
"222","2023","11","202311","Região Norte","TO","17008","AMOR PERFEITO","2235","Enfermeiros","2956","73"
"223","2023","10","202310","Região Sudeste","MG","31078","CONGONHAS","225","Médicos","3206","80"
"224","2023","01","202301","Região Norte","PA","15001","ARAGUAIA","225","Médicos","6436","160"
"225","2023","01","202301","Região Norte","PA","15002","BAIXO AMAZONAS","225","Médicos","7193","179"
"226","2023","11","202311","Região Norte","PA","15007","METROPOLITANA II","2235","Enfermeiros","5760","144"
"227","2023","05","202305","Região Sudeste","SP","35162","ITAPEVA","2235","Enfermeiros","4999","124"
"228","2023","07","202307","Região Sul","RS","43001","REGIAO 01","225","Médicos","8354","208"
"229","2023","07","202307","Região Sul","RS","43008","REGIAO 08","225","Médicos","17967","449"
"230","2023","07","202307","Região Sul","RS","43024","REGIAO 24","225","Médicos","2695","67"
"231","2023","08","202308","Região Norte","AM","13008","TRIANGULO","2235","Enfermeiros","4066","101"
"232","2023","08","202308","Região Sudeste","MG","31044","LEOPOLDINA / CATAGUASES","2235","Enfermeiros","2751","68"
"233","2023","08","202308","Região Sudeste","MG","31085","TAIOBEIRAS","2235","Enfermeiros","4352","108"
"234","2023","12","202312","Região Sudeste","MG","31028","BOM DESPACHO","2235","Enfermeiros","2168","54"
"235","2023","12","202312","Região Sudeste","MG","31048","UBA","225","Médicos","6379","159"
"236","2023","07","202307","Região Sudeste","SP","35131","HORIZONTE VERDE","2235","Enfermeiros","4864","121"
"237","2023","07","202307","Região Sudeste","SP","35073","JUNDIAI","225","Médicos","11640","291"
"238","2023","11","202311","Região Nordeste","CE","23017","17ª REGIAO ICO","225","Médicos","3150","78"
"239","2023","05","202305","Região Nordeste","MA","21015","SAO JOAO DOS PATOS","225","Médicos","4547","113"
"240","2023","04","202304","Região Sudeste","MG","31036","GOVERNADOR VALADARES","2235","Enfermeiros","10480","262"
"241","2023","04","202304","Região Sudeste","MG","31021","ITABIRA","2235","Enfermeiros","5005","125"
"242","2023","05","202305","Região Sudeste","MG","31044","LEOPOLDINA / CATAGUASES","225","Médicos","2603","65"
"243","2023","11","202311","Região Nordeste","PB","25003","3ª REGIAO","2235","Enfermeiros","4194","104"
"244","2023","09","202309","Região Sul","RS","43001","REGIAO 01","225","Médicos","8561","214"
"245","2023","05","202305","Região Nordeste","CE","23021","21ª REGIAO JUAZEIRO DO NORTE","225","Médicos","7971","199"
"246","2023","05","202305","Região Norte","TO","17008","AMOR PERFEITO","225","Médicos","2252","56"
"247","2023","12","202312","Região Nordeste","PB","25009","9ª REGIAO","225","Médicos","3866","96"
"248","2023","08","202308","Região Sudeste","SP","35031","CENTRAL DO DRS III","2235","Enfermeiros","4544","113"
"249","2023","01","202301","Região Centro-Oeste","MT","51001","ALTO TAPAJOS","225","Médicos","1444","36"
"250","2023","06","202306","Região Norte","PA","15002","BAIXO AMAZONAS","2235","Enfermeiros","15204","380"
"251","2023","10","202310","Região Nordeste","PE","26002","ARCOVERDE","225","Médicos","7074","176"
"252","2023","01","202301","Região Nordeste","SE","28005","NOSSA SENHORA DA GLORIA","2235","Enfermeiros","3546","88"
"253","2023","03","202303","Região Norte","AM","13004","MEDIO AMAZONAS","2235","Enfermeiros","3675","91"
"254","2023","12","202312","Região Nordeste","BA","29025","SERRINHA","2235","Enfermeiros","11440","286"
"255","2023","10","202310","Região Centro-Oeste","GO","52014","SERRA DA MESA","225","Médicos","2758","68"
"256","2023","01","202301","Região Nordeste","MA","21001","ACAILANDIA","2235","Enfermeiros","4760","119"
"257","2023","01","202301","Região Nordeste","MA","21019","ZE DOCA","225","Médicos","5802","145"
"258","2023","06","202306","Região Sudeste","SP","35022","LAGOS DO DRS II","2235","Enfermeiros","4971","124"
"259","2023","06","202306","Região Sudeste","SP","35073","JUNDIAI","225","Médicos","11839","295"
"260","2023","06","202306","Região Sudeste","SP","35115","PONTAL DO PARANAPANEMA","225","Médicos","1896","47"
"261","2023","06","202306","Região Sudeste","SP","35141","BAIXA MOGIANA","2235","Enfermeiros","3922","98"
"262","2023","02","202302","Região Nordeste","AL","27002","2ª REGIAO DE SAUDE","2235","Enfermeiros","3800","95"
"263","2023","02","202302","Região Nordeste","CE","23014","14ª REGIAO TAUA","225","Médicos","1999","49"
"264","2023","08","202308","Região Centro-Oeste","MT","51008","NOROESTE MATOGROSSENSE","2235","Enfermeiros","3175","79"
"265","2023","08","202308","Região Norte","PA","15009","RIO CAETES","2235","Enfermeiros","12240","306"
"266","2023","12","202312","Região Norte","RO","11005","ZONA DA MATA","2235","Enfermeiros","2688","67"
"267","2023","10","202310","Região Sudeste","SP","35094","OURINHOS","225","Médicos","5988","149"
"268","2023","03","202303","Região Norte","PA","15003","CARAJAS","2235","Enfermeiros","12474","311"
"269","2023","07","202307","Região Sudeste","RJ","33008","NORTE","2235","Enfermeiros","11250","281"
"270","2023","01","202301","Região Sul","RS","43009","REGIAO 09","225","Médicos","7872","196"
"271","2023","09","202309","Região Sudeste","SP","35081","TRES COLINAS","2235","Enfermeiros","3601","90"
