"","ano","mes","competen","regiao","uf_sigla","cod_regsaud","regiao_saude_pad","cbo_recod","categoria_profissional","horas","fte40"
"76",2014,10,"201410","Região Nordeste","CE","23012","12ª REGIAO ACARAU","225","Médicos","3534",88
"77",2014,10,"201410","Região Nordeste","CE","23001","1ª REGIAO FORTALEZA","225","Médicos","25484",637
"78",2015,9,"201509","Região Nordeste","CE","23017","17ª REGIAO ICO","225","Médicos","2420",60
"79",2017,10,"201710","Região Centro-Oeste","GO","52014","SERRA DA MESA","225","Médicos","2386",59
"80",2016,4,"201604","Região Sudeste","MG","31059","MANHUACU","225","Médicos","6686",167
"81",2016,10,"201610","Região Sudeste","MG","31001","ALFENAS / MACHADO","225","Médicos","3689",92
"82",2018,2,"201802","Região Sudeste","MG","31045","MURIAE","225","Médicos","3352",83
"83",2015,6,"201506","Região Centro-Oeste","MT","51016","VALE DOS ARINOS","225","Médicos","805",20
"84",2014,10,"201410","Região Nordeste","PB","25004","4ª REGIAO","225","Médicos","2124",53
"85",2016,6,"201606","Região Nordeste","PB","25016","16ª REGIAO","225","Médicos","8526",213
"86",2016,2,"201602","Região Nordeste","PE","26003","CARUARU","225","Médicos","15865",396
"87",2014,1,"201401","Região Nordeste","PI","22001","CARNAUBAIS","225","Médicos","2787",69
"88",2015,11,"201511","Região Nordeste","PI","22003","COCAIS","225","Médicos","7320",183
"89",2017,10,"201710","Região Nordeste","PI","22005","PLANICIE LITORANEA","225","Médicos","4360",109
"90",2019,10,"201910","Região Sul","PR","41018","18ª RS CORNELIO PROCOPIO","225","Médicos","3380",84
"91",2016,9,"201609","Região Sudeste","RJ","33007","NOROESTE","225","Médicos","6627",165
"92",2014,1,"201401","Região Sul","SC","42009","ALTO VALE DO RIO DO PEIXE","225","Médicos","3356",83
"93",2015,2,"201502","Região Sudeste","SP","35011","ALTO DO TIETE","225","Médicos","26483",662
"94",2014,4,"201404","Região Norte","TO","17007","CANTAO","225","Médicos","1974",49
"95",2016,1,"201601","Região Nordeste","BA","29023","SEABRA","225","Médicos","2423",60
"96",2018,7,"201807","Região Nordeste","MA","21018","VIANA","225","Médicos","4200",105
"97",2016,1,"201601","Região Sudeste","MG","31006","POCOS DE CALDAS","225","Médicos","3339",83
"98",2016,1,"201601","Região Sudeste","MG","31045","MURIAE","225","Médicos","3523",88
"99",2016,1,"201601","Região Sudeste","MG","31064","ARACUAI","225","Médicos","1686",42
"100",2018,12,"201812","Região Sudeste","MG","31046","SANTOS DUMONT","225","Médicos","991",24
"101",2019,6,"201906","Região Sudeste","MG","31017","BETIM","225","Médicos","10776",269
"102",2019,6,"201906","Região Sudeste","MG","31034","CARATINGA","225","Médicos","3982",99
"103",2019,6,"201906","Região Sudeste","MG","31010","TRES CORACOES","225","Médicos","2221",55
"104",2014,2,"201402","Região Centro-Oeste","MT","51015","VALE DO PEIXOTO","225","Médicos","1142",28
"105",2017,6,"201706","Região Nordeste","PB","25015","15ª REGIAO","225","Médicos","2882",72
"106",2014,1,"201401","Região Sul","PR","41014","14ª RS PARANAVAI","225","Médicos","4814",120
"107",2017,2,"201702","Região Sul","PR","41018","18ª RS CORNELIO PROCOPIO","225","Médicos","3998",99
"108",2018,2,"201802","Região Norte","RO","11005","ZONA DA MATA","225","Médicos","2039",50
"109",2016,7,"201607","Região Sul","RS","43008","REGIAO 08","225","Médicos","10345",258
"110",2019,7,"201907","Região Sul","RS","43009","REGIAO 09","225","Médicos","6709",167
"111",2014,5,"201405","Região Sudeste","SP","35081","TRES COLINAS","225","Médicos","4459",111
"112",2014,5,"201405","Região Sudeste","SP","35141","BAIXA MOGIANA","225","Médicos","3808",95
"113",2014,8,"201408","Região Norte","TO","17008","AMOR PERFEITO","225","Médicos","1816",45
"114",2018,6,"201806","Região Nordeste","BA","29019","RIBEIRA DO POMBAL","225","Médicos","4650",116
"115",2014,1,"201401","Região Sudeste","ES","32002","METROPOLITANA","225","Médicos","31218",780
"116",2019,3,"201903","Região Nordeste","MA","21014","SANTA INES","225","Médicos","5614",140
"117",2015,2,"201502","Região Sudeste","MG","31025","VESPASIANO","225","Médicos","6311",157
"118",2016,6,"201606","Região Sudeste","MG","31072","UBERABA","225","Médicos","5229",130
"119",2016,6,"201606","Região Sudeste","MG","31011","TRES PONTAS","225","Médicos","1441",36
"120",2016,6,"201606","Região Sudeste","MG","31077","JOAO PINHEIRO","225","Médicos","965",24
"121",2017,8,"201708","Região Sudeste","MG","31031","ITAUNA","225","Médicos","1532",38
"122",2017,12,"201712","Região Sudeste","MG","31090","LIMA DUARTE","225","Médicos","1777",44
"123",2017,12,"201712","Região Sudeste","MG","31003","ITAJUBA","225","Médicos","3567",89
"124",2017,4,"201704","Região Sudeste","RJ","33009","SERRANA","225","Médicos","12082",302
"125",2015,4,"201504","Região Sul","RS","43024","REGIAO 24","225","Médicos","2652",66
"126",2015,11,"201511","Região Sudeste","SP","35153","JALES","225","Médicos","1806",45
"127",2014,9,"201409","Região Norte","TO","17001","MEDIO NORTE ARAGUAIA","225","Médicos","3783",94
"128",2019,6,"201906","Região Norte","TO","17001","MEDIO NORTE ARAGUAIA","225","Médicos","3063",76
"129",2016,9,"201609","Região Nordeste","CE","23004","4ª REGIAO BATURITE","225","Médicos","2380",59
"130",2018,2,"201802","Região Centro-Oeste","GO","52005","ESTRADA DE FERRO","225","Médicos","4157",103
"131",2019,6,"201906","Região Centro-Oeste","GO","52012","RIO VERMELHO","225","Médicos","3153",78
"132",2017,2,"201702","Região Nordeste","MA","21009","ITAPECURU MIRIM","225","Médicos","5238",130
"133",2015,9,"201509","Região Sudeste","MG","31040","RESPLENDOR","225","Médicos","1603",40
"134",2015,9,"201509","Região Sudeste","MG","31011","TRES PONTAS","225","Médicos","1487",37
"135",2017,2,"201702","Região Sudeste","MG","31041","ALEM  PARAIBA","225","Médicos","981",24
"136",2018,5,"201805","Região Sudeste","MG","31076","MANGA","225","Médicos","1229",30
"137",2017,6,"201706","Região Nordeste","PE","26004","GARANHUNS","225","Médicos","7812",195
"138",2018,2,"201802","Região Nordeste","PE","26007","OURICURI","225","Médicos","5484",137
"139",2014,8,"201408","Região Sul","RS","43026","REGIAO 26","225","Médicos","3092",77
"140",2015,4,"201504","Região Sul","SC","42010","ALTO URUGUAI CATARINENSE","225","Médicos","2813",70
"141",2017,3,"201703","Região Nordeste","SE","28004","LAGARTO","225","Médicos","3322",83
"142",2016,12,"201612","Região Sudeste","SP","35013","MANANCIAIS","225","Médicos","10978",274
"143",2017,12,"201712","Região Norte","AP","16002","AREA NORTE","225","Médicos","865",21
"144",2018,2,"201802","Região Nordeste","BA","29019","RIBEIRA DO POMBAL","225","Médicos","4724",118
"145",2018,2,"201802","Região Nordeste","CE","23009","9ª REGIAO RUSSAS","225","Médicos","3160",79
"146",2015,9,"201509","Região Nordeste","MA","21012","PRESIDENTE DUTRA","225","Médicos","4628",115
"147",2014,4,"201404","Região Sudeste","MG","31097","JUIZ DE FORA","225","Médicos","7168",179
"148",2014,4,"201404","Região Sudeste","MG","31053","JANUARIA","225","Médicos","1794",44
"149",2014,8,"201408","Região Sudeste","MG","31086","DIVINOPOLIS","225","Médicos","4832",120
"150",2014,8,"201408","Região Sudeste","MG","31067","PADRE PARAISO","225","Médicos","1245",31
"151",2014,8,"201408","Região Sudeste","MG","31004","LAVRAS","225","Médicos","3241",81
"152",2019,3,"201903","Região Sudeste","MG","31020","GUANHAES","225","Médicos","1458",36
"153",2016,6,"201606","Região Centro-Oeste","MT","51012","SUDOESTE MATOGROSSENSE","225","Médicos","1606",40
"154",2018,3,"201803","Região Sul","PR","41011","11ª RS CAMPO MOURAO","225","Médicos","6018",150
"155",2019,2,"201902","Região Nordeste","RN","24007","7ª REGIAO DE SAUDE - METROPOLITANA","225","Médicos","12972",324
"156",2019,7,"201907","Região Norte","RO","11005","ZONA DA MATA","225","Médicos","1934",48
"157",2019,6,"201906","Região Sul","RS","43018","REGIAO 18","225","Médicos","3039",75
"158",2015,3,"201503","Região Sudeste","SP","35011","ALTO DO TIETE","225","Médicos","26584",664
"159",2016,7,"201607","Região Sudeste","SP","35013","MANANCIAIS","225","Médicos","10974",274
"160",2019,6,"201906","Região Sudeste","SP","35023","CONSORCIOS DO DRS II","225","Médicos","4013",100
"161",2019,6,"201906","Região Sudeste","SP","35162","ITAPEVA","225","Médicos","3681",92
"162",2019,6,"201906","Região Sudeste","SP","35073","JUNDIAI","225","Médicos","9019",225
"163",2019,11,"201911","Região Sudeste","SP","35033","NORTE DO DRS III","225","Médicos","2263",56
"164",2015,9,"201509","Região Norte","TO","17005","ILHA DO BANANAL","225","Médicos","2935",73
"165",2014,6,"201406","Região Nordeste","BA","29002","BARREIRAS","225","Médicos","5201",130
"166",2016,9,"201609","Região Nordeste","BA","29024","SENHOR DO BONFIM","225","Médicos","3996",99
"167",2018,9,"201809","Região Nordeste","BA","29025","SERRINHA","225","Médicos","9067",226
"168",2019,4,"201904","Região Nordeste","BA","29018","PORTO SEGURO","225","Médicos","5372",134
"169",2018,1,"201801","Região Nordeste","CE","23021","21ª REGIAO JUAZEIRO DO NORTE","225","Médicos","6111",152
"170",2014,5,"201405","Região Centro-Oeste","DF","53001","DISTRITO FEDERAL","225","Médicos","33988",849
"171",2016,5,"201605","Região Centro-Oeste","GO","52012","RIO VERMELHO","225","Médicos","3090",77
"172",2019,3,"201903","Região Centro-Oeste","GO","52008","NORTE","225","Médicos","2200",55
"173",2014,2,"201402","Região Nordeste","MA","21008","IMPERATRIZ","225","Médicos","7098",177
"174",2014,3,"201403","Região Nordeste","MA","21008","IMPERATRIZ","225","Médicos","6978",174
"175",2016,10,"201610","Região Nordeste","MA","21008","IMPERATRIZ","225","Médicos","8443",211
"176",2019,11,"201911","Região Nordeste","MA","21015","SAO JOAO DOS PATOS","225","Médicos","4094",102
"177",2016,12,"201612","Região Sudeste","MG","31089","CAMPO BELO","225","Médicos","1491",37
"178",2016,12,"201612","Região Sudeste","MG","31097","JUIZ DE FORA","225","Médicos","7814",195
"179",2016,12,"201612","Região Sudeste","MG","31084","MONTES CLAROS","225","Médicos","9068",226
"180",2017,10,"201710","Região Sudeste","MG","31008","SAO LOURENCO","225","Médicos","5553",138
"181",2017,10,"201710","Região Sudeste","MG","31048","UBA","225","Médicos","5083",127
"182",2017,12,"201712","Região Centro-Oeste","MT","51009","NORTE ARAGUAIA KARAJA","225","Médicos","600",15
"183",2017,10,"201710","Região Norte","PA","15013","MARAJO I","225","Médicos","1892",47
"184",2015,3,"201503","Região Nordeste","PB","25015","15ª REGIAO","225","Médicos","2898",72
"185",2017,11,"201711","Região Nordeste","PB","25004","4ª REGIAO","225","Médicos","2070",51
"186",2017,10,"201710","Região Nordeste","PE","26011","SALGUEIRO","225","Médicos","2224",55
"187",2018,8,"201808","Região Nordeste","PE","26008","PALMARES","225","Médicos","8388",209
"188",2015,2,"201502","Região Sul","RS","43008","REGIAO 08","225","Médicos","10264",256
"189",2019,4,"201904","Região Sul","RS","43029","REGIAO 29","225","Médicos","3998",99
"190",2019,4,"201904","Região Sul","RS","43027","REGIAO 27","225","Médicos","2354",58
"191",2019,11,"201911","Região Sul","RS","43001","REGIAO 01","225","Médicos","5244",131
"192",2018,6,"201806","Região Sudeste","SP","35016","SAO PAULO","225","Médicos","130855",3271
"193",2016,2,"201602","Região Norte","TO","17003","SUDESTE","225","Médicos","1400",35
"194",2019,1,"201901","Região Nordeste","AL","27004","4ª REGIAO DE SAUDE","225","Médicos","2493",62
"195",2017,8,"201708","Região Nordeste","BA","29006","FEIRA DE SANTANA","225","Médicos","14930",373
"196",2019,1,"201901","Região Nordeste","BA","29023","SEABRA","225","Médicos","2716",67
"197",2015,11,"201511","Região Nordeste","CE","23021","21ª REGIAO JUAZEIRO DO NORTE","225","Médicos","6255",156
"198",2014,3,"201403","Região Sudeste","MG","31001","ALFENAS / MACHADO","225","Médicos","3681",92
"199",2014,3,"201403","Região Sudeste","MG","31064","ARACUAI","225","Médicos","1429",35
"200",2014,3,"201403","Região Sudeste","MG","31030","FORMIGA","225","Médicos","1577",39
"201",2015,8,"201508","Região Sudeste","MG","31081","SANTA MARIA DO SUACUI","225","Médicos","838",20
"202",2018,3,"201803","Região Sudeste","MG","31003","ITAJUBA","225","Médicos","3616",90
"203",2018,3,"201803","Região Sudeste","MG","31026","DIAMANTINA","225","Médicos","2705",67
"204",2018,12,"201812","Região Centro-Oeste","MT","51016","VALE DOS ARINOS","225","Médicos","909",22
"205",2016,8,"201608","Região Norte","PA","15012","XINGU","225","Médicos","3550",88
"206",2015,10,"201510","Região Nordeste","PB","25010","10ª REGIAO","225","Médicos","1732",43
"207",2016,4,"201604","Região Sul","PR","41017","17ª RS LONDRINA","225","Médicos","12248",306
"208",2014,3,"201403","Região Sudeste","SP","35092","ASSIS","225","Médicos","3579",89
"209",2014,3,"201403","Região Sudeste","SP","35141","BAIXA MOGIANA","225","Médicos","3461",86
"210",2015,1,"201501","Região Sudeste","SP","35093","MARILIA","225","Médicos","6239",155
"211",2017,5,"201705","Região Sudeste","SP","35143","RIO PARDO","225","Médicos","3129",78
"212",2017,1,"201701","Região Nordeste","CE","23001","1ª REGIAO FORTALEZA","225","Médicos","29499",737
"213",2018,8,"201808","Região Centro-Oeste","GO","52017","SUL","225","Médicos","3988",99
"214",2014,12,"201412","Região Sudeste","MG","31082","SAO GOTARDO","225","Médicos","1387",34
"215",2014,12,"201412","Região Sudeste","MG","31022","OURO PRETO","225","Médicos","4710",117
"216",2016,8,"201608","Região Sudeste","MG","31046","SANTOS DUMONT","225","Médicos","824",20
"217",2017,6,"201706","Região Sudeste","MG","31065","ITAOBIM","225","Médicos","1311",32
"218",2018,7,"201807","Região Sudeste","MG","31072","UBERABA","225","Médicos","5285",132
"219",2019,11,"201911","Região Sudeste","MG","31018","CONTAGEM","225","Médicos","10356",258
"220",2019,11,"201911","Região Norte","PA","15014","MARAJO II","225","Médicos","1978",49
"221",2015,4,"201504","Região Nordeste","PB","25014","14ª REGIAO","225","Médicos","3082",77
"222",2016,8,"201608","Região Nordeste","PB","25008","8ª REGIAO","225","Médicos","1760",44
"223",2016,1,"201601","Região Nordeste","RN","24005","5ª REGIAO DE SAUDE - SANTA CRUZ","225","Médicos","3942",98
"224",2014,5,"201405","Região Sul","RS","43020","REGIAO 20","225","Médicos","3319",82
"225",2017,2,"201702","Região Sul","RS","43017","REGIAO 17","225","Médicos","6650",166
"226",2017,2,"201702","Região Sul","RS","43008","REGIAO 08","225","Médicos","10444",261
"227",2019,10,"201910","Região Sul","RS","43003","REGIAO 03","225","Médicos","7293",182
"228",2016,5,"201605","Região Sul","SC","42004","ALTO VALE DO ITAJAI","225","Médicos","5688",142
"229",2018,10,"201810","Região Sul","SC","42012","PLANALTO NORTE","225","Médicos","5881",147
"230",2014,11,"201411","Região Nordeste","SE","28004","LAGARTO","225","Médicos","3068",76
"231",2014,2,"201402","Região Sudeste","SP","35041","BAIXADA SANTISTA","225","Médicos","18310",457
"232",2015,12,"201512","Região Sudeste","SP","35061","VALE DO JURUMIRIM","225","Médicos","5377",134
"233",2014,7,"201407","Região Nordeste","AL","27002","2ª REGIAO DE SAUDE","225","Médicos","3140",78
"234",2015,6,"201506","Região Nordeste","CE","23012","12ª REGIAO ACARAU","225","Médicos","3302",82
"235",2016,1,"201601","Região Nordeste","MA","21014","SANTA INES","225","Médicos","5640",141
"236",2014,9,"201409","Região Sudeste","MG","31002","GUAXUPE","225","Médicos","1924",48
"237",2019,2,"201902","Região Norte","PA","15006","METROPOLITANA I","225","Médicos","21769",544
"238",2018,1,"201801","Região Nordeste","PB","25014","14ª REGIAO","225","Médicos","3124",78
"239",2019,9,"201909","Região Sudeste","RJ","33009","SERRANA","225","Médicos","10800",270
"240",2016,2,"201602","Região Nordeste","RN","24002","2ª REGIAO DE SAUDE - MOSSORO","225","Médicos","6312",157
"241",2019,6,"201906","Região Nordeste","RN","24006","6ª REGIAO DE SAUDE - PAU DOS FERROS","225","Médicos","4489",112
"242",2015,2,"201502","Região Norte","RO","11001","VALE DO JAMARI","225","Médicos","2777",69
"243",2015,10,"201510","Região Sul","RS","43012","REGIAO 12","225","Médicos","2564",64
"244",2015,5,"201505","Região Sul","SC","42002","OESTE","225","Médicos","6257",156
"245",2017,10,"201710","Região Sul","SC","42002","OESTE","225","Médicos","6239",155
"246",2018,7,"201807","Região Nordeste","SE","28003","ITABAIANA","225","Médicos","3978",99
"247",2016,5,"201605","Região Sudeste","SP","35061","VALE DO JURUMIRIM","225","Médicos","5462",136
"248",2018,4,"201804","Região Sudeste","SP","35163","SOROCABA","225","Médicos","19162",479
"249",2019,3,"201903","Região Sudeste","SP","35113","ALTO CAPIVARI","225","Médicos","1118",27
"250",2016,4,"201604","Região Nordeste","CE","23005","5ª REGIAO CANINDE","225","Médicos","2802",70
"251",2014,12,"201412","Região Centro-Oeste","GO","52006","NORDESTE I","225","Médicos","800",20
"252",2016,10,"201610","Região Centro-Oeste","GO","52015","SUDOESTE I","225","Médicos","4599",114
"253",2018,5,"201805","Região Centro-Oeste","GO","52016","SUDOESTE II","225","Médicos","3817",95
"254",2018,11,"201811","Região Centro-Oeste","GO","52015","SUDOESTE I","225","Médicos","4902",122
"255",2014,7,"201407","Região Nordeste","MA","21006","CHAPADINHA","225","Médicos","5246",131
"256",2019,4,"201904","Região Nordeste","MA","21016","SAO LUIS","225","Médicos","11568",289
"257",2017,2,"201702","Região Norte","PA","15009","RIO CAETES","225","Médicos","7314",182
"258",2014,6,"201406","Região Nordeste","PB","25016","16ª REGIAO","225","Médicos","7809",195
"259",2018,11,"201811","Região Nordeste","PE","26010","RECIFE","225","Médicos","41450",1036
"260",2018,11,"201811","Região Nordeste","PI","22009","VALE DO RIO GUARIBAS","225","Médicos","7772",194
"261",2017,5,"201705","Região Sul","PR","41003","3ª RS PONTA GROSSA","225","Médicos","8130",203
"262",2017,5,"201705","Região Sul","PR","41007","7ª RS PATO BRANCO","225","Médicos","5424",135
"263",2018,4,"201804","Região Sudeste","RJ","33009","SERRANA","225","Médicos","12724",318
"264",2014,9,"201409","Região Sudeste","SP","35143","RIO PARDO","225","Médicos","2940",73
"265",2015,5,"201505","Região Sudeste","SP","35143","RIO PARDO","225","Médicos","2922",73
"266",2015,5,"201505","Região Nordeste","BA","29007","GUANAMBI","225","Médicos","6070",151
"267",2017,4,"201704","Região Nordeste","BA","29016","JUAZEIRO","225","Médicos","6776",169
"268",2014,11,"201411","Região Sudeste","MG","31068","PEDRA AZUL","225","Médicos","984",24
"269",2018,11,"201811","Região Sudeste","MG","31041","ALEM  PARAIBA","225","Médicos","916",22
"270",2019,10,"201910","Região Sudeste","MG","31028","BOM DESPACHO","225","Médicos","1688",42
"271",2014,5,"201405","Região Centro-Oeste","MT","51012","SUDOESTE MATOGROSSENSE","225","Médicos","1937",48
"272",2015,8,"201508","Região Nordeste","PI","22005","PLANICIE LITORANEA","225","Médicos","4466",111
"273",2014,9,"201409","Região Sul","PR","41018","18ª RS CORNELIO PROCOPIO","225","Médicos","4056",101
"274",2014,8,"201408","Região Norte","RO","11004","MADEIRA-MAMORE","225","Médicos","6790",169
"275",2019,2,"201902","Região Sul","RS","43006","REGIAO 06 - VALE DO PARANHANA E COSTA SERR","225","Médicos","3111",77
"276",2018,12,"201812","Região Sul","SC","42015","CARBONIFERA","225","Médicos","7157",178
"277",2019,12,"201912","Região Sudeste","SP","35072","REGIAO METROPOLITANA DE CAMPINAS","225","Médicos","36066",901
"278",2017,4,"201704","Região Norte","TO","17001","MEDIO NORTE ARAGUAIA","225","Médicos","3772",94
"279",2019,9,"201909","Região Nordeste","AL","27001","1ª REGIAO DE SAUDE","225","Médicos","12819",320
"280",2014,10,"201410","Região Nordeste","BA","29011","ITABERABA","225","Médicos","3921",98
"281",2015,4,"201504","Região Nordeste","BA","29007","GUANAMBI","225","Médicos","6038",150
"282",2016,4,"201604","Região Nordeste","BA","29019","RIBEIRA DO POMBAL","225","Médicos","4338",108
"283",2017,7,"201707","Região Nordeste","BA","29005","CRUZ DAS ALMAS","225","Médicos","3940",98
"284",2017,4,"201704","Região Nordeste","CE","23012","12ª REGIAO ACARAU","225","Médicos","3156",78
"285",2015,5,"201505","Região Centro-Oeste","GO","52017","SUL","225","Médicos","2851",71
