"","simulacao","acoes_educacionais","consultas","absenteismo","alto_risco","acoes_altorisco","participacao_medico","consultas_altorisco","indireta","todos"
"47",47,24.660681989044,22.6036646822467,16.2285518199205,0.196168579696678,26.7167763086036,0.472622034233063,40.1056818512734,0.562220862763934,1
"48",48,29.3192490050569,37.4423479940742,10.5897952727973,0.137559548509307,32.4696653941646,0.497279495280236,44.2389956116676,0.53068165150471,0
"49",49,25.3194528073072,28.5109185148031,21.7047388143837,0.134487541206181,40.8134548738599,0.542028542608023,37.2796234453563,0.553922936646268,1
"50",50,37.1565543068573,22.0047970069572,23.7763563506305,0.157463363884017,38.5572160407901,0.414487170567736,37.7137613925152,0.59552975455299,0
"51",51,20.916623333469,22.9925047373399,12.5614656619728,0.120722533133812,25.6314264331013,0.592860173014924,42.9808697802946,0.558490198198706,0
"52",52,28.8440014841035,37.8159072063863,14.5777043290436,0.129080626112409,37.5418175477535,0.507348323566839,42.1352293062955,0.553165384451859,1
"53",53,35.9784969128668,38.2055328646675,13.6467657350004,0.15825033779256,27.9645452462137,0.476491936063394,35.2939561440144,0.505155595391989,1
"54",54,22.4379851995036,36.8465703958645,10.10051478073,0.174784984230064,41.7580325435847,0.486081197019666,41.3546123506967,0.555941261956468,0
"55",55,31.2189596751705,30.9829906281084,15.4314201101661,0.119944011629559,36.0986274993047,0.444154500635341,39.185393191874,0.591949109942652,0
"56",56,24.1306277923286,25.2974881092086,10.9910222329199,0.121018928359263,43.5191312991083,0.517891083052382,41.0392444068566,0.531081074033864,0
"57",57,22.5506330048665,36.0918914992362,9.25117943435907,0.105001646350138,40.7914849137887,0.43240767205134,38.1987971789204,0.523316114279442,1
"58",58,35.0661572860554,21.3285791594535,8.48107611387968,0.170367847220041,37.7128021791577,0.587616745010018,42.6196451776195,0.56033810954541,0
"59",59,37.900907183066,21.5989407431334,15.9532970413566,0.130835076747462,25.5227263458073,0.428515248559415,44.8661425255705,0.592345322761685,0
"60",60,27.4892555177212,25.566045534797,18.0240081138909,0.166058773733676,37.5047207344323,0.448178958985955,41.5928406338207,0.555780823086388,1
"61",61,33.3023038925603,29.8846529936418,17.4732321053743,0.101018848805688,44.0100917546079,0.517310832999647,40.180023398716,0.529856367968023,0
"62",62,21.8968132184818,37.1207232633606,17.3759510293603,0.175247714552097,38.1652916921303,0.435086550796405,43.7028046441264,0.53835648081731,1
"63",63,27.6793927559629,34.1464235261083,10.1055296882987,0.117759256227873,43.2490202551708,0.444768272992223,43.6823094415013,0.509627839759924,1
"64",64,25.4876728914678,28.3156680548564,18.8270706497133,0.142510524438694,27.6325879991055,0.44562670965679,35.8653435017914,0.528861842188053,0
"65",65,36.2928007775918,30.7815670967102,9.13210390508175,0.164445878774859,40.8950174320489,0.412754518352449,31.497238939628,0.587859487882815,0
"66",66,28.970326827839,22.8652516799048,14.1118428111076,0.139396606665105,25.3532101260498,0.41817318238318,30.3318436187692,0.55484840394929,0
"67",67,36.201287060976,30.1403936371207,23.9807689636946,0.17711256199982,37.4766858713701,0.56146072014235,39.0614374238066,0.58550402042456,1
"68",68,36.2477901903912,22.2506803600118,8.74362931773067,0.187773338588886,38.7387534137815,0.424273874191567,31.3085422245786,0.596135360980406,0
"69",69,35.8868464222178,23.0100522004068,13.069518700242,0.149879959248938,32.3022549366578,0.486077992804348,32.9297182231676,0.584043346974067,0
"70",70,28.7966337520629,37.9459188552573,8.83842865377665,0.10725980962161,39.7736989986151,0.45894433693029,31.5805597580038,0.541865376592614,0
"71",71,35.089503172785,25.2953425608575,18.785888209939,0.146547754551284,35.3146770503372,0.485975205805153,39.4367439486086,0.517634547129273,1
"72",72,32.5844226311892,35.0076498324051,10.3062941208482,0.196770024462603,35.4320534644648,0.513027560897171,36.7430844472256,0.533897828799672,0
"73",73,34.2036480270326,26.8554997630417,12.8389647044241,0.146374612813815,30.942527805455,0.527932763239369,40.9906236478128,0.513199135870673,1
"74",74,20.012495466508,32.7130949404091,9.13055254891515,0.177648004028015,37.1739188674837,0.454765975754708,41.3948515732773,0.571585161844268,0
"75",75,29.5063314819708,24.2233826126903,23.0297632329166,0.170316206291318,33.7570245843381,0.534183740569279,36.8374031817075,0.588077272102237,0
"76",76,24.4023777032271,34.442326980643,23.9271153770387,0.183059542137198,25.5153138702735,0.400344896502793,31.1454318906181,0.565517643466592,1
"77",77,27.5963307544589,35.5501781543717,13.6554899476469,0.106240912433714,42.9039103165269,0.502418124303222,31.5224757010583,0.556045822356828,0
"78",78,32.2554200654849,39.1940304543823,18.8669972121716,0.171406383975409,26.9811976607889,0.544068950694054,41.8661825708114,0.561648181150667,1
"79",79,27.0359581848606,39.2152654891834,18.8612164184451,0.137034267187119,31.1912270681933,0.553561051702127,37.8682561358437,0.507350515364669,0
"80",80,22.2227084869519,29.321627211757,22.9830568879843,0.124144337256439,34.9002694431692,0.474354454223067,31.0823089478072,0.54493341660127,1
"81",81,24.8723894543946,38.1155060278252,20.3704834729433,0.180250562587753,29.9154579779133,0.591768403444439,37.1578994917218,0.544791579456069,1
"82",82,33.3611117489636,33.485469748266,10.4048632793128,0.163968202192336,33.7370021780953,0.491658379044384,33.5469340835698,0.500394919631071,1
"83",83,28.3529355935752,33.2758816657588,12.7323607504368,0.12879988423083,40.0537291215733,0.559882304258645,44.2441790993325,0.516606890899129,1
"84",84,35.7639166805893,33.0221073469147,13.6109737828374,0.138576980284415,38.7174580339342,0.45677496464923,36.1187208071351,0.59327764834743,0
"85",85,22.057292885147,29.0582385798916,12.2092566676438,0.113493344094604,26.5591259114444,0.500123779615387,39.1491782816593,0.522040166985244,0
"86",86,28.6978548299521,30.2825889457017,10.8615412078798,0.163011401658878,39.9278793856502,0.531300295423716,30.2046045823954,0.550923525239341,0
"87",87,39.6991395996884,34.3538869451731,21.7064304016531,0.156596497842111,35.0822594063357,0.424089027056471,41.5612074395176,0.522798405797221,0
"88",88,37.8610222879797,28.0670739663765,17.4894350841641,0.109989985194989,37.6923730550334,0.518797909608111,31.9015390332788,0.591998662357219,0
"89",89,37.7293812157586,24.3033752217889,22.5125411711633,0.167256265762262,40.919089037925,0.473634619964287,30.4900585894939,0.575556534645148,0
"90",90,23.5010530054569,28.2459925534204,22.5538076795638,0.121170995314606,35.6936284014955,0.438218835229054,34.0446759480983,0.587713218014687,1
"91",91,22.613913831301,32.0892667910084,17.3824408911169,0.161479551112279,39.8690186301246,0.496177083346993,44.859048742801,0.533046241686679,0
"92",92,33.0620385007933,29.3654124625027,19.4567446373403,0.131244171294384,44.465049225837,0.429447619616985,35.5730013200082,0.513014109642245,0
"93",93,26.870329445228,31.3220991380513,9.66833581030369,0.173344095912762,36.0206534806639,0.486939891800284,32.3947085242253,0.521377528412268,1
"94",94,33.1351625593379,28.0411365954205,15.0596945695579,0.133302525104955,43.2464344287291,0.478414840158075,31.0575303796213,0.530720111727714,1
"95",95,26.4074648497626,20.1902589993551,20.7262295112014,0.115037939301692,36.6542505146936,0.461547717824578,32.5653863197658,0.513903300976381,0
"96",96,23.7538223853335,23.9446021430194,9.30905121937394,0.158635247009806,41.4259076258168,0.486497169313952,35.748221303802,0.521221139724366,0
"97",97,35.6458860263228,39.4212413812056,11.6396374106407,0.180814661318436,36.8276271456853,0.535451800236478,44.0202320739627,0.557314599910751,0
"98",98,21.8718997342512,34.0716129215434,13.9889662750065,0.114999191393144,30.4811380151659,0.595285940915346,36.3326098979451,0.543338133767247,1
"99",99,29.3355808313936,21.8300434807315,14.957467250526,0.175467107445002,37.235360937193,0.582681280421093,37.8076070104726,0.500950366305187,1
"100",100,30.2301091980189,33.5577399097383,19.1136990785599,0.191037600347772,37.30411848519,0.457927625440061,40.68232846912,0.526475481153466,0
"101",101,31.9997791852802,20.0864258548245,22.6178609952331,0.160939393891022,39.0819420246407,0.411539942212403,32.3431280034129,0.54932202748023,1
"102",102,26.6564708063379,25.1815692475066,12.4160435274243,0.162298008217476,33.2123352680355,0.582292569242418,41.4743068499956,0.571466461243108,0
"103",103,29.7722606733441,29.9972674716264,8.80163093283772,0.169223382836208,30.1649998640642,0.575070558022708,44.6810211986303,0.592365416768007,1
"104",104,39.0894765499979,25.7184762693942,15.3858855962753,0.112994502601214,25.5346512142569,0.407756186602637,37.0693031349219,0.599665185716003,1
"105",105,29.658047943376,30.8553809067234,20.3514507077634,0.107089454191737,25.1365807745606,0.464007307263091,34.7374704235699,0.520101552084088,1
"106",106,37.8070044424385,32.8024669596925,16.1211816556752,0.109734396310523,28.2817442296073,0.45560641172342,36.1228937515989,0.518974030413665,0
"107",107,38.2887637382373,29.9361265264452,17.8440964780748,0.197505702869967,26.7935826489702,0.55254039214924,30.0683857547119,0.584286346123554,0
"108",108,32.1746996464208,35.0141818914562,19.8857490681112,0.169694259343669,32.7237956924364,0.554208090435714,40.7039589306805,0.528969894838519,0
"109",109,28.2137955306098,31.1178608285263,17.7038779444993,0.12639920853544,35.3349487995729,0.432354055345058,43.3684901031666,0.570834464672953,1
"110",110,22.9418938187882,37.3643933096901,17.1386847347021,0.196424800693057,37.6255801087245,0.554330893512815,33.3831001049839,0.550259040063247,0
"111",111,38.7059960654005,22.3604617081583,17.6549018919468,0.187751537351869,33.2158795977011,0.491075898241252,38.5405894496944,0.531221518339589,1
"112",112,26.0245779994875,36.2983146077022,13.0838731601834,0.178841623640619,38.5168120777234,0.550886061228812,33.8897484366316,0.540772600332275,1
"113",113,21.2144114309922,34.4648223137483,14.0992078967392,0.188948566420004,44.2354824952781,0.572272566659376,37.8327326942235,0.530747690005228,0
"114",114,38.9545388007537,39.3529309378937,9.24345058947802,0.161385061801411,27.4685017298907,0.573016451485455,37.6029440795537,0.58149731666781,0
"115",115,34.4119254685938,38.3262497046962,16.969527836889,0.108516486897133,27.4350953986868,0.401410556631163,32.4411350442097,0.594833555072546,0
"116",116,22.8458859119564,22.3088488634676,22.3997612148523,0.143016069289297,33.2524273404852,0.509596477635205,41.5343965776265,0.575007724226452,1
"117",117,30.9856931213289,24.0162162994966,13.8851473554969,0.132110152533278,30.3453197423369,0.487321450514719,38.7430571217556,0.537388335471041,0
"118",118,39.0818247711286,33.1125812092796,18.9883156642318,0.109947066917084,35.3979339497164,0.526203151326627,41.0937637556344,0.523250930407084,0
"119",119,31.7096670623869,32.4029958853498,17.5666462033987,0.148818386811763,26.4864594070241,0.535592110967264,39.8584332049359,0.56455316923093,0
"120",120,28.0902056349441,39.6617856295779,23.5377495549619,0.133560996828601,33.4862104943022,0.470996164670214,32.4480372061953,0.520771513436921,1
"121",121,32.9578695865348,27.8646768955514,12.2975513637066,0.118149081896991,35.7676240243018,0.417165867239237,32.8355439542793,0.59450394383166,1
"122",122,26.3964123418555,39.3486982770264,17.8730545267463,0.121911290357821,33.8893083529547,0.446157834725454,30.0534197932575,0.504286376899108,1
"123",123,26.1544002173468,29.5152971195057,17.9738775752485,0.163897235831246,31.4925667876378,0.486297562625259,42.0608611986972,0.545275353989564,1
"124",124,24.3953526252881,26.1956923175603,10.2080858647823,0.138745487295091,42.4089591577649,0.475063220458105,34.6719020220917,0.540906651341356,0
"125",125,27.3897773167118,36.7079103458673,22.8769314102829,0.144931880105287,37.0004964619875,0.504747688863426,43.6006101616658,0.530337354750372,0
"126",126,39.6843840694055,31.9172019325197,22.3329481892288,0.157946346397512,43.8776811910793,0.599684554478153,37.7533725486137,0.500327206007205,1
"127",127,23.0840460164472,32.1880970103666,10.7652838714421,0.128975615440868,44.227444883436,0.447161058150232,41.1544879199937,0.527708946494386,1
"128",128,21.8208799976856,32.8466128977016,14.87007586658,0.140608345600776,31.0183959593996,0.542049465887249,38.9942595607135,0.521112525230274,0
"129",129,22.8381381556392,39.4662087131292,13.081823207438,0.122236940544099,32.3095483519137,0.451344321900979,41.8439176795073,0.594799258233979,0
"130",130,33.8001420302317,30.2701707370579,11.9430064409971,0.17209479843732,28.5719009721652,0.447864157985896,38.5702109069098,0.577944030473009,1
"131",131,32.3851296678185,27.3966983845457,12.5859627090394,0.181150644901209,34.2750864801928,0.471400906750932,43.7400480452925,0.52454157571774,0
"132",132,37.8278823429719,23.5678954655305,15.9485124461353,0.165830346755683,40.7381574204192,0.593516789050773,41.3559058040846,0.548865931597538,0
"133",133,33.4599818522111,38.6164461728185,22.0605489388108,0.163308643479832,34.9730934156105,0.503860335471109,32.2992105607409,0.521037431317382,0
"134",134,34.7415547585115,26.7249428248033,9.46373688429594,0.130129672610201,31.2943564867601,0.431825310084969,30.5264191352762,0.573043374950066,0
"135",135,30.4227145155892,26.4863767055795,13.9122025556862,0.110677930223756,44.5383557723835,0.528963885921985,41.3585870387033,0.52921381383203,0
"136",136,33.1967689935118,37.5671307556331,18.5518713220954,0.11407799331937,31.9020004477352,0.468284513242543,44.8055333644152,0.524077237420715,1
"137",137,36.4361092029139,28.1706434348598,21.404174245894,0.19518917419482,30.0273746484891,0.496521115023643,35.7650391664356,0.587483374704607,1
"138",138,35.7256310340017,39.5879894588143,12.3774937130511,0.141195539175533,35.2992223901674,0.554829137399793,31.7384334525559,0.569091625604779,0
"139",139,39.596438347362,27.4357891315594,15.6503931060433,0.187026766012423,41.7728216014802,0.561768855107948,30.6556635734159,0.573934815684333,1
"140",140,28.7886307248846,32.3222790332511,10.7943204604089,0.170934855472296,30.1418431615457,0.438127736048773,32.0424888306297,0.550327821075916,0
"141",141,26.2340440414846,32.2657827939838,12.1665828488767,0.149519008677453,39.1303176339716,0.490604955796152,35.1783594174776,0.599238039646298,0
"142",142,28.1894990522414,22.1366658527404,15.9598870463669,0.149950099946,30.4560436634347,0.592390879848972,30.5944899679162,0.599505617609248,0
"143",143,20.2093422366306,33.5916684567928,20.7630032002926,0.197545679984614,37.1990145323798,0.563006715523079,31.328760960605,0.582044028141536,1
"144",144,23.6769904801622,20.0209188833833,17.9650602638721,0.128806036477909,36.8842361494899,0.407011724961922,34.1310705360956,0.525536065502092,0
"145",145,36.8545863777399,31.1541630374268,12.1456797271967,0.112632416980341,37.585084810853,0.575465107057244,35.9042930428404,0.569851317303255,0
"146",146,24.6232356410474,30.789006925188,21.782166864723,0.145987917552702,30.6175372935832,0.492807788541541,36.4110478770453,0.524500463320874,1
"147",147,24.7819991130382,34.5104404632002,13.0677006170154,0.105058282311074,44.0949729504064,0.583016828913242,32.2856063058134,0.578226146521047,1
"148",148,21.5338233066723,26.7589736124501,18.1128282770514,0.172862305352464,43.8504209183156,0.548781708208844,37.5531281135045,0.500621187477373,1
"149",149,24.9144735606387,24.3425434501842,13.0827337615192,0.100608390406705,44.082243447192,0.505541390413418,32.8019150497857,0.561026844359003,0
"150",150,34.6427041105926,24.0986379701644,14.1965640373528,0.148845020728186,35.2886594971642,0.441263802628964,43.0099619587418,0.508194491011091,1
"151",151,36.9490633020177,28.1119978800416,21.2873148731887,0.125915395398624,41.3435822213069,0.50496383276768,38.4380053379573,0.547754977736622,0
"152",152,29.9505453417078,20.9076441871002,19.6068358197808,0.137730139959604,33.6577255325392,0.416677356464788,44.3523367086891,0.503777857124805,0
"153",153,27.7581805968657,34.8568612989038,23.7225518375635,0.128215041966178,25.2428220864385,0.519712699856609,44.8356712551322,0.512600948102772,1
"154",154,24.9289798829705,38.0650943377987,20.6518241651356,0.135828887647949,32.1526239393279,0.40934936623089,38.2898269279394,0.54530382945668,0
"155",155,22.2219292260706,37.0076652662829,9.42364379018545,0.181767002912238,37.8363884147257,0.558770471252501,37.9301798064262,0.517419600393623,0
"156",156,27.7998887049034,25.7904491573572,19.4061391763389,0.178720243694261,26.6941585857421,0.47466472806409,40.2311645122245,0.524267034674995,1
"157",157,31.4387062797323,32.6489385869354,11.105385389179,0.18964108848013,37.9329814109951,0.592695214087144,43.7216998776421,0.548939056741074,0
"158",158,24.3378552561626,23.5318918945268,16.785701777786,0.163492908189073,37.130444641225,0.562730460194871,40.066625647014,0.568868212192319,0
"159",159,28.8953600404784,35.219173966907,10.3989899605513,0.156338397553191,38.3024179330096,0.479085367359221,41.7309394944459,0.567120026890188,1
"160",160,24.3598133744672,36.4790039462969,18.0024612545967,0.122819712734781,42.5136774173006,0.47276897309348,32.3051239585038,0.575860662548803,0
"161",161,30.045991265215,35.991258919239,9.60944382101297,0.140333820623346,35.0842385692522,0.591225700592622,31.1949660116807,0.533813417609781,1
"162",162,27.0780914369971,35.39264224004,13.2430929839611,0.168163462518714,29.8655317444354,0.566375177400187,34.3247344472911,0.507805491983891,0
"163",163,32.9997031763196,34.5768034737557,17.1636127233505,0.130143021303229,38.9621424535289,0.518960773199797,32.5558573845774,0.507744649006054,1
"164",164,27.4942791322246,32.6815613266081,10.7714577354491,0.124785477644764,28.2750187348574,0.462625320954248,43.2560540561099,0.597017530049197,0
"165",165,27.1089076157659,28.2297699991614,16.9412071853876,0.181778175360523,43.6770702945068,0.436330095818266,43.9021508849692,0.506977871130221,0
"166",166,30.6737589091063,28.2751594670117,16.9224865585566,0.191908059781417,43.2828143006191,0.501841232506558,34.8788215359673,0.506596090667881,1
"167",167,34.8066872078925,28.6946041369811,13.6721442379057,0.123055344261229,35.169539344497,0.417938720202073,39.6488608396612,0.593944431981072,1
"168",168,24.4220587564632,27.9877585871145,11.6965414881706,0.168333224975504,34.1202233592048,0.43292677118443,31.5992627700325,0.526094225374982,0
"169",169,28.254922372289,34.6605407819152,12.8933108225465,0.143484023306519,38.3911276236176,0.570691104512662,39.9496006860863,0.552240866306238,0
"170",170,25.3137337369844,32.6792789017782,19.9803194478154,0.104601851128973,31.9477003160864,0.587957997946069,43.5731223493349,0.50842387189623,0
"171",171,32.5994610693306,26.4883313328028,19.7692453041673,0.129086181009188,27.7721259091049,0.581807972164825,44.7749276412651,0.561979878786951,0
"172",172,23.6765698157251,26.7798879882321,18.5387740209699,0.170577984815463,44.2190168984234,0.556096012238413,34.691686949227,0.542143406230025,0
"173",173,37.2728822287172,28.9499714039266,8.33021862059832,0.130247366591357,35.2152366470546,0.568046206189319,31.0963757999707,0.500429458264261,0
"174",174,34.9313600827008,25.9045911300927,19.6159669049084,0.155278758588247,33.8388044014573,0.590275939600542,33.362728965003,0.558621824835427,1
"175",175,33.3656929945573,29.2685137456283,22.4728674478829,0.147578606312163,40.1632799999788,0.587448276951909,43.295491039753,0.587263745442033,0
"176",176,32.3603574652225,38.5880399588495,19.5536533817649,0.144119590334594,39.7448890097439,0.510283274948597,36.4609864878003,0.519006877276115,1
"177",177,27.4447612045333,21.1255592014641,16.6929816044867,0.157132192770951,42.068528290838,0.523711401503533,35.8358523517381,0.530621542059816,1
"178",178,30.5967137170956,22.8618307132274,12.4033050946891,0.186129604885355,42.9136832803488,0.520749897835776,35.1176344358828,0.581033952301368,1
"179",179,37.4936468573287,32.6176297664642,20.8536624014378,0.164755361666903,33.5309831984341,0.5496357453987,41.3629292172845,0.50068522435613,1
"180",180,31.6350019956008,23.161796675995,17.9469933770597,0.15638272811193,35.3028500452638,0.512313542468473,43.3647236390971,0.540511579462327,1
"181",181,36.7953552957624,34.3132694764063,15.4850085303187,0.125219904934056,34.8323902674019,0.512092854268849,43.5031917749438,0.572540832171217,1
"182",182,26.2489632982761,22.9668838810176,13.7379252649844,0.150885062920861,38.2727881567553,0.589387882268056,34.0410201181658,0.515234418166801,0
"183",183,34.1658064443618,29.5127689093351,16.1702051311731,0.107561455550604,25.3319296427071,0.599953830102459,44.0019655495416,0.581466867681593,0
"184",184,25.3003561217338,25.5996782891452,13.6800663173199,0.111509386636317,37.5359559804201,0.570870488090441,41.6285443631932,0.542573069012724,1
"185",185,31.8868638807908,39.2719755414873,14.196531444788,0.196562747005373,42.9943129839376,0.42995867091231,39.3500149052124,0.523778618872166,1
"186",186,29.6257960097864,34.324179822579,22.5008784122765,0.196597638144158,38.3735436946154,0.524374862061813,37.045038031647,0.511644261423498,0
"187",187,25.3006546292454,28.6046492261812,12.6028488054872,0.174054625956342,40.6645481521264,0.426755123306066,40.1815913908649,0.531707497197203,1
"188",188,31.2918086955324,27.6282198540866,19.8740963824093,0.100026358733885,39.5866065332666,0.598434357484803,39.5513350528199,0.519984854129143,1
"189",189,38.2637644605711,34.3727536452934,21.4913883693516,0.183578754891641,33.80368554499,0.421833211230114,31.6397240641527,0.525944524561055,1
"190",190,38.0374877899885,24.9928846163675,14.31320688501,0.165457066870295,29.5785293448716,0.590473202522844,44.2701122781727,0.549569582776167,0
"191",191,25.4833324300125,34.0568821085617,16.5461704432964,0.117710153455846,39.3174060387537,0.528203233610839,44.6258447051514,0.546259299525991,1
"192",192,26.4296551281586,27.345541222021,14.8807822838426,0.131690639536828,44.8797549959272,0.597034574579447,36.8488345085643,0.534143482544459,1
"193",193,39.7128176875412,35.6735822884366,9.78515372797847,0.112223336030729,37.5152562977746,0.403461182117462,38.6774534988217,0.565924734459259,1
"194",194,32.3998662037775,33.4293536283076,18.3024061955512,0.159284775913693,35.8727852627635,0.457103342097253,43.7724346923642,0.523239070246927,0
"195",195,38.7462817830965,33.2384236436337,18.5586161874235,0.158298424887471,36.2301650689915,0.532351003354415,39.4269648345653,0.532411560742185,0
"196",196,29.3306540464982,25.8172337990254,19.1863984912634,0.184580741333775,40.5458801938221,0.552839447138831,43.1512724957429,0.561831701616757,0
