"","simulacao","acoes_educacionais","consultas","absenteismo","alto_risco","acoes_altorisco","consultas_altorisco","indireta_enf","indireta_med","ferias","feriados","coleta_ex","visita","consulta_puerp","consulta_cd","enf_acoes","enf_coleta","enf_coleta_cito","enf_prenatal","enf_imunizacao","enf_puerperal","enf_visita","enf_cd","ist_enf","ist_med","todos"
"26",26,35.6279570225161,29.7784464084543,20.011783208698,0.184045934514143,40.0492558721453,33.8584847515449,0.64454460660927,0.643838529125787,5.70632007997483,4.07025672309101,16.5974610578269,51.9976865593344,25.74822133407,23.7088833656162,0.508480559266172,0.746934906998649,0.210279570193961,0.535435904073529,0.700688170315698,0.468049474642612,0.507416660757735,0.525694172806107,0.173178073531017,0.158394010539632,0
"27",27,33.1609903706703,33.721710073296,26.8876256495714,0.187058153026737,40.4772583767772,34.6469770360272,0.622333057248034,0.578349621512461,4.59620790183544,6.17321282904595,16.8506025418174,55.3717209538445,26.9420294091105,29.6884744404815,0.501737017952837,0.706790403020568,0.391960202157497,0.464820705610327,0.782453293167055,0.531864888779819,0.465734690288082,0.516839142632671,0.170697135757655,0.188581765536219,0
"28",28,33.9121303067077,31.8323343689553,25.2360687479377,0.195304190157913,37.103386009112,42.6068457355723,0.601208422763739,0.601068898616359,5.72260266914964,4.32531813904643,17.2065224475227,56.2339556682855,20.6039856700227,24.4777233689092,0.535560401203111,0.713724294607528,0.206852800119668,0.453508812864311,0.790458567067981,0.54966495167464,0.533950756676495,0.496977952378802,0.183261764817871,0.153624158282764,0
"29",29,29.3373960594181,29.0320517471991,22.6615567393601,0.138395575247705,32.8103148704395,40.3240969707258,0.560906554362737,0.501531002984848,6.15580442920327,7.6092193769291,11.9107211008668,53.3463485026732,26.7771942191757,22.7636870229617,0.528565801493824,0.706108508305624,0.276413021562621,0.481159478612244,0.758866076776758,0.517774611595087,0.455128327966668,0.457578947558068,0.184440194163471,0.195395511144307,1
"30",30,27.2067047096789,33.3276580716483,27.6668998971581,0.195063196658157,38.4211514610797,41.6239817754831,0.539921807276551,0.575839485705364,6.96388011239469,7.14211844280362,14.291248038644,59.7384342714213,28.1838606204838,24.5688792830333,0.454040941153653,0.753216503700241,0.378899209806696,0.519869087776169,0.723312992043793,0.51368138322141,0.532181288208812,0.529933443549089,0.152023751265369,0.168824910582043,0
"31",31,39.4453634880483,28.4684632648714,25.187035728246,0.170410462561995,42.3841562308371,34.6176004840527,0.639248308970127,0.612918567447923,7.02819513715804,5.72899677045643,19.3819149758201,56.526066372171,28.8089040061459,23.5921471263282,0.48564559367951,0.785072694043629,0.285987544897944,0.527358137234114,0.733804302290082,0.545633839443326,0.528039928618819,0.461813234630972,0.186382466636132,0.154113625176251,1
"32",32,38.5344856767915,33.1484934699256,25.2421623840928,0.142198139382526,33.7280574627221,39.6234440733679,0.55498603725573,0.567756043735426,7.65024640411139,6.4562099725008,20.3243999171536,55.2690278575756,20.869373253081,27.9096597968601,0.537969882274047,0.762073768605478,0.291393890185282,0.480281443614513,0.70175132791046,0.548124287696555,0.520140353427269,0.532617980637588,0.190133030037396,0.191836533253081,1
"33",33,35.3605791763403,31.7135521175805,25.4399860389531,0.139131609397009,27.4095268873498,39.2008744133636,0.582423816679511,0.61469248640351,5.1730363862589,7.07378498464823,12.3561397066806,56.1103354766965,22.4844338721596,26.9552427739836,0.46787379309535,0.751362017844804,0.207474535424262,0.515161992283538,0.704943759250455,0.549321364727803,0.498874800349586,0.517974222265184,0.17514866006095,0.186723596917,1
"34",34,36.9320112653077,26.9543220533524,19.566853441298,0.121056674560532,37.3790671909228,33.3983188122511,0.578157058218494,0.584387362364214,6.22292773704976,4.86038069985807,22.001314740628,58.5185673693195,28.3682705112733,24.1149085643701,0.458710241620429,0.747367118229158,0.374134864471853,0.460377956437878,0.74464631958399,0.484052364970557,0.457627090532333,0.53780689961277,0.177942702313885,0.193025169789325,0
"35",35,25.3692052676342,34.3258897413034,17.6558767780662,0.175248018093407,34.6101750200614,33.6923882563133,0.63904863698408,0.61031085884897,4.7811784259975,5.83123441133648,12.9582208674401,59.0286121168174,23.7501053791493,25.41074792156,0.543050805898383,0.728011751174927,0.381048508128151,0.456858586170711,0.71636941737961,0.523400311358273,0.513917747791857,0.541503841383383,0.188387132470962,0.154255704896059,0
"36",36,32.1669395663776,33.2199142489117,27.7840964309871,0.144507785048336,43.4778617927805,43.1663701019716,0.575260267732665,0.609549364587292,7.10561808012426,4.00037496816367,18.0895142850932,54.7128410404548,25.7412419421598,22.4197013862431,0.462635070318356,0.700467707938515,0.291579684428871,0.461777303740382,0.730434611719102,0.49715645450633,0.525244328309782,0.539740338735282,0.1508253979031,0.181524476699997,0
"37",37,36.376893062843,27.2386632056441,25.7984600998461,0.145331484242342,29.8134537041187,41.7715458862949,0.595537372503895,0.551073532004375,6.36348377447575,6.97604617662728,24.6889646339696,57.2581979702227,22.5526287360117,29.5382059295662,0.473030091240071,0.723534164135344,0.353512331983075,0.476401310949586,0.713396861986257,0.492899931618012,0.459225547383539,0.531364010134712,0.195304209878668,0.166630163986702,1
"38",38,28.2461190375034,33.3931880386081,31.2193977683783,0.108325085928664,40.5296315113083,30.3849173965864,0.535242632462177,0.604623834323138,6.17294746637344,6.90384911652654,16.2553654774092,55.0270947092213,20.1783713069744,28.0640086648054,0.536472307913937,0.769167675962672,0.244014182453975,0.502030622633174,0.774296595598571,0.455450934474356,0.539625528967008,0.505138237494975,0.16746199602494,0.159582372673322,0
"39",39,29.7727151145227,31.4032836467959,31.3580138497055,0.136516902875155,40.0397577648982,41.3299966079649,0.554530263657216,0.580932995106559,4.69172690436244,4.43644671328366,11.2203989166301,58.7210776098073,24.3541039805859,22.3121034307405,0.511345839081332,0.700487042614259,0.367896524304524,0.526642519026063,0.772937058331445,0.539793766872026,0.474054905306548,0.527512061037123,0.186562970315572,0.196659031603485,0
"40",40,28.4743867802899,31.7159514757805,27.9173768013716,0.189495290583,38.5296484967694,43.4657383756712,0.634025302238297,0.631837788084522,7.62486642133445,6.85937105491757,12.5472660525702,56.6166811808944,29.0650954074226,23.2720755343325,0.478760481253266,0.745453810901381,0.323182707559317,0.499242181121372,0.751495815278031,0.498458133917302,0.498857445479371,0.543811714090407,0.182265632390045,0.156267244135961,1
"41",41,27.1420003357343,37.4994215741754,22.9572823308408,0.154443784593605,36.0343892779201,43.3959885884542,0.614893634268083,0.511348398996051,7.9179948978126,6.91172671783715,12.8292923083063,55.2777359401807,29.7666866215877,22.9537241812795,0.453138551558368,0.760689261322841,0.231755251158029,0.548420063196681,0.733439872739837,0.527235134365037,0.491285048564896,0.455942582339048,0.191999819152988,0.187833793018945,1
"42",42,31.2181950372178,35.7938092411496,18.7964021973312,0.103082706639543,36.9572106236592,31.7915364343207,0.619316459749825,0.556495544291101,7.95821758452803,5.707898626104,10.4349377658218,59.4748092698865,24.539291667752,24.605644820258,0.528446433716454,0.748033446352929,0.280509383184835,0.457365794735961,0.771060981997289,0.46550778192468,0.452551796473563,0.520974740129896,0.188343263335992,0.192574282467831,0
"43",43,31.2058648944367,31.8533013330307,22.9646091014147,0.138843308319338,42.3287516320124,44.6440816903487,0.548454722692259,0.596074145636521,4.13585260603577,5.39367882627994,14.210283474531,57.9272668203339,24.7565892199054,26.0382690397091,0.475988437002525,0.744354278617539,0.387241831002757,0.545663613337092,0.768902283580974,0.548300181282684,0.548183825798333,0.517559689469635,0.196496695128735,0.198123687191401,1
"44",44,30.5326817638706,32.8189639444463,28.1993310041726,0.111339524597861,34.9068142520264,43.6507825262379,0.5138766266522,0.503798477177043,4.58622298203409,4.90124503988773,15.4595432360657,52.166526732035,27.5715462723747,25.5315805855207,0.533782621589489,0.709596267063171,0.244228576961905,0.53287412498612,0.731451130006462,0.524113144027069,0.477797588938847,0.519509903690778,0.189258453971706,0.150022459297907,1
"45",45,27.286671216134,28.6368561640847,30.7044689767063,0.12772544589825,44.6045792801306,33.8849493465386,0.643097371980548,0.531042259023525,6.77820423711091,6.6140411933884,14.1350383753888,54.0233230916783,24.8890684731305,27.1348240459338,0.549226914602332,0.786518549220637,0.248799007805064,0.547465872764587,0.777941082068719,0.513556904811412,0.545822727167979,0.473514071875252,0.181644057645462,0.186540257197339,0
"46",46,27.0820909517352,26.1379125202075,30.5071613267064,0.171951983100735,26.3874937454239,43.334460236365,0.567503063334152,0.595070761453826,4.44191289320588,4.30878859944642,11.790146358544,54.0185571135953,28.1385932373814,28.4833770478144,0.536940562049858,0.753248455142602,0.232575439894572,0.513775022816844,0.795519959321246,0.474649087898433,0.504977985937148,0.532456270651892,0.153650233277585,0.186712707043625,1
"47",47,28.495511491783,30.8694263687357,29.0482052639127,0.137602518498898,36.1185792787001,42.4953790346626,0.583740472886711,0.635909411055036,4.09179666358978,4.76280120480806,11.9527485116851,54.3894801521674,26.9550856319256,29.9829918146133,0.503644138760865,0.731700310856104,0.386851287679747,0.537320132576861,0.781216873647645,0.493468128587119,0.501428448874503,0.502552729798481,0.174118465499487,0.191438883647788,1
"48",48,31.9894367537927,25.1966232398991,19.1960470825434,0.163445995445363,28.7874705065042,36.5892784658354,0.525643548497465,0.57438437131932,4.05682633817196,5.13043571729213,23.0817609955557,56.2418980244547,29.3591674673371,24.5277885929681,0.487135131657124,0.785395599971525,0.298200245527551,0.496037018718198,0.722571845189668,0.468977466248907,0.466186220454983,0.474039715016261,0.169223270379007,0.167163691064343,0
"49",49,28.9895896054804,38.0124920292292,16.7940093651414,0.149674779246561,30.9291496314108,31.1512711364776,0.50317783060018,0.526590325287543,5.24215628858656,6.82386819832027,16.3831888861023,55.2976571535692,21.118490321096,20.9679591585882,0.529287605197169,0.784352455777116,0.2968825224787,0.51864683853928,0.79669468018692,0.530011163582094,0.535654617589898,0.540952180977911,0.185055879503489,0.150293717265595,0
"50",50,37.867415730143,39.8892351053655,23.6631764099002,0.18074864577502,41.8200824363157,42.992309757974,0.531787012983113,0.613202430447564,6.45821875240654,5.41799499094486,11.5035977552179,55.2896597841755,27.7560651022941,24.418953966815,0.513959411368705,0.716960281343199,0.239103067759424,0.512933666538447,0.753838444268331,0.515480660647154,0.548602227191441,0.524714728887193,0.193814816256054,0.15541651211679,1
"51",51,25.6874675001018,35.632830823306,25.4462939016521,0.158218840812333,29.1021420247853,34.8549253726378,0.547760404495057,0.502961454738397,7.72456109244376,7.99444825667888,12.2443785530049,51.3344272901304,28.298571803607,28.6794910137542,0.520648438786157,0.759965561307035,0.343667279975489,0.489046399388462,0.734370982390828,0.508754200162366,0.47850916038733,0.456174274184741,0.184040417219512,0.15413565246854,0
"52",52,31.6330011130776,37.4007323547266,17.5459237731993,0.117201280337758,36.6543817939237,33.4814012947027,0.587388266809285,0.592976718267892,4.94485058449209,4.69981337152421,23.3619304047897,51.0940948966891,25.5460084788501,26.3633449259214,0.500188274797983,0.716780224745162,0.355238741543144,0.477898312686011,0.737720618210733,0.486191514809616,0.491110652056523,0.520750091853552,0.157697541941889,0.189221901143901,0
"53",53,36.9838726846501,38.3784440427553,31.2142437584698,0.193729103961959,32.9252439644188,42.4168449430726,0.5076950868126,0.585281051183119,7.47607828211039,7.7531329523772,23.6541496485006,51.1398887494579,24.7672933177091,28.1315407995135,0.457784647401422,0.777066844538785,0.311761370953172,0.524972598254681,0.737457616417669,0.515726960101165,0.485292285843752,0.531200871989131,0.177526679961011,0.180468935321551,0
"54",54,26.8284888996277,33.0911609902978,18.6038902178407,0.105381087469868,31.1114255245775,44.8733490589075,0.53747842644807,0.522705161594786,7.46332965604961,4.58015248738229,22.6349277968984,54.5142032881267,21.2162411794998,22.1873790631071,0.528736171964556,0.740851009078324,0.291714438004419,0.479121361649595,0.789002639753744,0.540668848995119,0.463128217379563,0.536290066828951,0.187123475060798,0.18411561580142,0
"55",55,33.4142197563779,33.32970387768,30.744100201875,0.10872321871575,34.4451057864353,33.4520850994159,0.502203469944652,0.507723801676184,4.32311011664569,7.34620163310319,18.2372429710813,53.8565520988777,22.404218649026,28.6492862133309,0.530492916190997,0.70362493165303,0.239952255738899,0.476970013300888,0.724550062092021,0.541075621172786,0.496446375688538,0.453413382126018,0.163638868520502,0.150644828507211,0
"56",56,28.0979708442464,29.1465982561931,18.044401165098,0.184155800566077,39.86498195678,31.3322164665442,0.532770506141242,0.506285510538146,4.09349989239126,7.42812829557806,13.9731160819065,57.5366947846487,28.1000177981332,24.8850516485982,0.494081963389181,0.761488327663392,0.234872187161818,0.458516491740011,0.782070926134475,0.530289671849459,0.46869388895575,0.487308937613852,0.166726498061325,0.168104883434717,1
"57",57,26.9129747536499,34.8879688873421,26.6038334481418,0.142088926094584,44.5360721321777,39.5279042876791,0.578541055938695,0.52651153585175,4.27983513474464,5.07181300409138,22.0689186244272,50.8051056182012,26.4591531595215,21.0221229679883,0.465346333337948,0.783933116332628,0.287224810523912,0.452258027996868,0.790676269796677,0.460199384647422,0.457819871464744,0.458393660793081,0.186234287382104,0.168321599985939,0
"58",58,36.2996179645415,28.6515286366921,28.5446708388627,0.171748605277389,28.1252770265564,42.8482641396113,0.549479801231064,0.536731144366786,6.31495888065547,5.19686268735677,10.9964343695901,54.2859086440876,25.8691859617829,27.3122792202048,0.547361929644831,0.745146667212248,0.249347640061751,0.546906368690543,0.737033685366623,0.45230958967004,0.453006725711748,0.456080165086314,0.168429743743036,0.1753544338746,0
"59",59,38.4256803872995,29.3239930714481,28.2338105887175,0.173615073109977,27.5885162269697,32.7591273200233,0.611219367920421,0.618396625923924,6.0926713552326,6.50942662544549,11.1992055573501,55.3811366227455,24.2733336263336,26.4203112293035,0.5262043207651,0.778318283869885,0.259623341821134,0.538729758327827,0.733584544435143,0.477518745465204,0.499708106508479,0.508859810652211,0.160177924879827,0.163315416395199,1
"60",60,30.6169416382909,35.7367143779993,26.7611249685287,0.19874705451075,36.6111860563979,37.5821227405686,0.643333543383051,0.52604379352415,6.63445737306029,6.53868666663766,14.1745341510978,55.3531731106341,28.6069520004094,25.0982204731554,0.544858903577551,0.791439895634539,0.220681188534945,0.546722876909189,0.721413691039197,0.463124470924959,0.512650050711818,0.468893704516813,0.18715401123045,0.168933723855298,0
"61",61,34.9767279194202,35.9130044968333,17.850654438138,0.196096711955033,27.7429834986106,35.333408965962,0.533480159484316,0.645412946457509,4.68120381236076,5.7483804197982,17.4134897452313,57.8765660803765,24.3974539497867,23.1002118554898,0.461398313147947,0.790550147253089,0.230735727213323,0.48028678658884,0.747737458907068,0.473640467855148,0.50920770065859,0.544884926546365,0.163793438486755,0.183833493350539,1
"62",62,26.4226099138614,27.5956455804408,29.6208238005638,0.114179373439401,29.0399288898334,42.3674382618628,0.646532486984506,0.573685293109156,4.29387106467038,6.40920194331557,22.8405424475204,50.9189126640558,23.7564311479218,22.9524975572713,0.537833177298307,0.720183473057114,0.344075549254194,0.4729721943615,0.753199076512828,0.485035342001356,0.508599693933502,0.477248671953566,0.182620974327438,0.199971053260379,0
"63",63,30.7595445669722,29.5946688822005,25.8873855173588,0.166495131584816,31.832981291227,37.2559334593825,0.51379249986494,0.559459902870003,6.63017697073519,4.09426025580615,20.6098176445812,51.8876780360006,24.5427224761806,20.3978842892684,0.498741178610362,0.747776586166583,0.288710677437484,0.526633237721398,0.727235061535612,0.468023078213446,0.463159560551867,0.478724600397982,0.169693764299154,0.175557772698812,0
"64",64,29.1157546686009,30.5486091505736,29.3825848959386,0.103315424220636,30.3180189337581,33.4786939120386,0.610496892256197,0.576478936069179,4.06070321239531,6.67879396863282,16.2367510411423,53.2509440276772,24.4067852804437,21.4572237664834,0.539111583004706,0.782652614475228,0.227315551927313,0.49191185340751,0.759874077909626,0.493094882089645,0.517669191560708,0.541589164850302,0.16338611447718,0.185188987187576,1
"65",65,37.2196005831938,26.1658233148046,18.718851596117,0.149451335053891,39.4317196309566,34.0524514974095,0.541036526008975,0.625158196920529,4.65029150526971,5.62040019035339,18.0861753225327,55.2073129452765,29.3909311341122,21.8347121705301,0.520203589671291,0.713899699295871,0.237498582620174,0.454223643569276,0.739877639897168,0.502286958927289,0.457075649406761,0.468330348026939,0.161649590858724,0.191382762312423,1
"66",66,31.7277451208793,35.6972528318875,16.1644995212555,0.179135242267512,38.9098296873271,42.3449025128502,0.541469058371149,0.508414954831824,6.43052004184574,5.24595582578331,12.1489387599286,52.1276607899927,23.3959658979438,24.8202977702022,0.548910226533189,0.725020722509362,0.343734858324751,0.528036897792481,0.732181927491911,0.521712561161257,0.488199017569423,0.477464089007117,0.184468526218552,0.1935612599249,1
"67",67,37.150965295732,33.2638409361243,21.1755157001317,0.137920975359157,40.8841745415702,30.3875438065734,0.509076162276324,0.512629982805811,4.21474200952798,5.50318828783929,17.6052952278405,50.6166054820642,22.9016256774776,21.4824668085203,0.487218008725904,0.744354999926873,0.298500906582922,0.450026267743669,0.761839351267554,0.481725491932593,0.549879806023091,0.49918837712612,0.169986125454307,0.162736692465842,0
"68",68,37.1858426427934,27.0379809453152,20.3149235919118,0.194829936139286,30.4893999733031,36.0888825799339,0.534206685563549,0.639897270663641,4.25799480360001,6.86704893317074,11.6880102700088,56.1790463957004,23.6191804846749,28.1567248888314,0.51315621775575,0.733562532160431,0.381722789863125,0.467286154767498,0.760260408208705,0.474826838355511,0.454647683235817,0.530241521820426,0.195031521865167,0.162813355424441,0
