"","simulacao","acoes_educacionais","consultas","absenteismo","alto_risco","acoes_altorisco","consultas_altorisco","indireta_enf","indireta_med","ferias","feriados","coleta_ex","visita","consulta_puerp","consulta_cd","enf_acoes","enf_coleta","enf_coleta_cito","enf_prenatal","enf_imunizacao","enf_puerperal","enf_visita","enf_cd","ist_enf","ist_med","todos","ans_tipo","cenario_oferta"
"12",12,31.8000123428646,26.2379677244462,21.4549499228597,0.195660865865648,30.3469241224229,34.0442812966648,0.600027533760294,0.508767592080403,7.9358402825892,4.222253263928,24.2148202122189,54.5633331616409,26.8369653937407,26.8352001416497,0.530659961258061,0.79578586590942,0.369074500584975,0.533622521767393,0.731495806970634,0.499014643160626,0.528091629967093,0.488531206641346,0.163843082252424,0.174421875737607,1,"diminuicao","cenario_reducao10"
"13",13,35.163559531793,37.9016026912723,18.9622450992465,0.184443035000004,36.9720054650679,32.0181032165419,0.596429021307267,0.600203869130928,4.14155795052648,4.6060541504994,17.3538378078956,51.7142856679857,28.1950805080123,28.3851247467101,0.537060688342899,0.774553375248797,0.31829881137237,0.496198660717346,0.788918084814213,0.53755881676916,0.521724455594085,0.502141596376896,0.199524807545822,0.180698459700216,0,"constante","cenario_base"
"14",14,33.5895010293461,30.9349095996004,24.1119636297226,0.122276860265993,37.1719939447939,33.5633633297402,0.506771792727523,0.557878481096122,5.03190572187304,6.61242379061878,24.5943868602626,57.1484027523547,27.6556758861989,23.9478879538365,0.548618273017928,0.716397938481532,0.268670529592782,0.509947931719944,0.760876102163456,0.496741366223432,0.46857858300209,0.529506247630343,0.193495643662754,0.18858927602414,1,"constante","cenario_reducao20"
"15",15,26.5438702399842,36.0384902555961,16.3070564903319,0.142017017700709,44.8431688081473,40.8458493312355,0.528626966371667,0.586419356591068,5.03956448566169,5.57115597464144,22.6885065494571,59.060211321339,24.2680021724664,28.8959656120278,0.490263657621108,0.704326038295403,0.329281713720411,0.517319771577604,0.745534793660045,0.524096680665389,0.508067463571206,0.543891386501491,0.171075580338947,0.193117642553989,0,"aumento","cenario_reducao10"
"16",16,38.4973745560274,27.5761510897428,28.3789766319096,0.141998293553479,28.8237992161885,39.4068814837374,0.504888086556457,0.520822126674466,7.79275395069271,4.73509491421282,24.6950647316407,52.9028942529112,29.35971574625,20.25540915085,0.485213193111122,0.750856781052425,0.207434640033171,0.486528711928986,0.770157438772731,0.491347683616914,0.491378863668069,0.486639728141017,0.198284998931922,0.188450854620896,0,"aumento","cenario_reducao20"
"17",17,28.6913160153199,31.8214244698174,24.9546412676573,0.102079084888101,40.0678116921335,36.7854673904367,0.627079171687365,0.538375077990349,7.91849095467478,4.51361182611436,11.70984497061,57.6505465549417,27.2901089675725,23.7633617338724,0.462189865112305,0.792769776261412,0.223288169503212,0.460217684018426,0.775559417693876,0.503141550300643,0.482742266333662,0.477350843255408,0.171350185864139,0.172346887015738,1,"aumento","cenario_base"
"18",18,25.6308930029627,36.5530713915359,26.2634022273123,0.138044796953909,29.8477467428893,39.5146046031732,0.563668588397559,0.546959132619668,6.93753945454955,4.51558534242213,14.7097226919141,59.2956497566774,23.3731592656113,26.8430032231845,0.549061309616081,0.791790498932824,0.303315464640036,0.487824872182682,0.752780750999227,0.515092021436431,0.49208270739764,0.478451977693476,0.197335190454032,0.186164617910981,0,"constante","cenario_base"
"19",19,29.9188107892405,25.9397499752231,23.4949138984084,0.142234842758626,31.5490444004536,37.9424531932455,0.622580515791196,0.607267671020236,5.14991902653128,6.49664301704615,24.1701509687118,50.099228178151,24.789747861214,24.4783906149678,0.543572971574031,0.707958100782707,0.374259666865692,0.524353112629615,0.701627292623743,0.53277741111815,0.486560141970404,0.521857132273726,0.189959584572352,0.151121197489556,1,"aumento","cenario_base"
"20",20,39.3175547372084,37.2262224263977,20.4675809703767,0.119142606342211,25.0707098934799,34.9515957862604,0.522748998983298,0.528301929333247,5.63583647366613,6.00801094528288,19.6231732959859,55.0048133661039,29.6550236269832,22.1357980975881,0.543902985053137,0.740244512911886,0.220514220232144,0.507610691525042,0.707672437117435,0.497193306614645,0.537070696800947,0.515898577077314,0.162352372345049,0.159750161948614,0,"diminuicao","cenario_base"
"21",21,38.3430897409562,29.5171378669329,23.3794651255012,0.170532928174362,44.9484828719869,41.5610604104586,0.560876615846064,0.521327193477191,4.80631059221923,5.952647222206,24.6913302794565,52.5938825146295,29.1370394011028,21.7811164376326,0.490748210251331,0.701870943745598,0.393415490584448,0.479635626194067,0.767156400810927,0.461082568136044,0.477297640731558,0.504950016224757,0.174710626364686,0.168407912377734,0,"constante","cenario_base"
"22",22,35.392051092349,30.470065419795,28.6838134676218,0.101352047524415,33.7611900875345,39.5248375309166,0.608376339729875,0.586116742470767,7.06634543649852,7.49126555398107,24.5801801141351,54.6213706466369,22.2807914717123,26.8051834823564,0.527218033000827,0.796757169044577,0.389798425370827,0.476568865170702,0.771878575929441,0.481904211756773,0.489332238840871,0.470163722638972,0.193164542596787,0.164882323436905,1,"constante","cenario_reducao20"
"23",23,34.6076022065245,29.6816918789409,25.3690492212772,0.173120310576633,44.953774898313,41.6154552600347,0.508945074270014,0.507372540910728,6.97241975925863,4.76919064763933,20.9582698263694,54.0744687709957,23.0725950445049,26.581315388903,0.488821531319991,0.783001876599155,0.387345520686358,0.549029414658435,0.745648748008534,0.536106773256324,0.539226659527049,0.514156685373746,0.161124165949877,0.188807703426573,1,"aumento","cenario_base"
"24",24,39.9140466493554,25.5605494731572,22.3161437734962,0.143272409797646,28.9343833830208,32.6827374589629,0.549552383483388,0.565251147735398,5.99384552333504,7.03881323337555,15.8776426699478,58.3531187498011,23.4668520535342,24.2106551327743,0.453262790781446,0.700740883336402,0.351720080571249,0.509253581450321,0.722345413267612,0.481703359098174,0.532305992557667,0.535780586977489,0.15452262123581,0.151655335433315,1,"aumento","cenario_reducao20"
"25",25,34.8355869867373,32.7820738509763,28.9797975942492,0.173124009300955,27.2295359149575,35.9460341068916,0.61651460028952,0.572406524221879,6.68199838232249,4.87760431412607,19.951935573481,51.3389621372335,20.4371990053914,26.0411444725469,0.489621428889222,0.706531880819239,0.2043008540757,0.477547470992431,0.772568845096976,0.508394721359946,0.522557759284973,0.508137078862637,0.153893553325906,0.151522900478449,1,"diminuicao","cenario_reducao10"
"26",26,35.6279570225161,35.1852012355812,21.0970095023513,0.101394155249,30.0147290108725,44.44073798717,0.626068901771214,0.5697225351003,7.00985117442906,4.62660918757319,13.8584847515449,58.695313509088,29.6363071072847,24.0065519185737,0.545892352750525,0.749779403186403,0.285316003998742,0.458094134461135,0.701756418077275,0.478925597807393,0.493983073718846,0.51388677181676,0.159988432796672,0.154721174447332,0,"aumento","cenario_reducao20"
"27",27,33.1609903706703,38.5485034040175,25.3031574115157,0.104531330848113,38.6095320619643,35.6597042887006,0.630587229540106,0.572930290561635,7.09545167535543,4.57639764435589,14.6469770360272,53.9234045054764,28.1555371498689,25.3636635397561,0.502233081008308,0.741132296575233,0.229810395091772,0.450194078288041,0.754330320726149,0.519259556289762,0.495670683612116,0.52816351801157,0.176858604769222,0.152158108807635,0,"diminuicao","cenario_base"
"28",28,33.9121303067077,25.3829004766885,23.2878233268857,0.141841437644325,36.5450859349221,31.1633242468815,0.642956285236869,0.610637732746545,6.4206772018224,7.54542177170515,22.6068457355723,56.200096977409,26.7472281842493,28.4714240627363,0.517379265744239,0.784349722298794,0.286130133457482,0.483750388305634,0.708132953476161,0.478837604238652,0.498043482983485,0.494315369101241,0.181169778341427,0.199811119260266,1,"diminuicao","cenario_reducao20"
"29",29,29.3373960594181,39.8361740610562,20.3008551970124,0.164384000212885,33.3269459242001,37.9400266357698,0.557593362871557,0.648647946771234,5.56206297408789,6.67486958391964,20.3240969707258,51.2851451709867,24.0604369575158,22.4803464231081,0.451020668656565,0.708906600275077,0.307790221460164,0.541498155496083,0.790230484423228,0.482429854967631,0.462738140672445,0.499691548058763,0.166731742513366,0.175454643694684,0,"diminuicao","cenario_reducao10"
"30",30,27.2067047096789,29.5433143689297,24.8828352764249,0.121979378559627,39.5836248714477,44.2458599049132,0.642594794987235,0.626061253808439,6.68423029221594,5.82720086816698,21.6239817754831,58.8167441473342,22.6614538184367,26.8177360715345,0.50055965713691,0.76996521060355,0.348194005619735,0.532220777822658,0.778552961070091,0.48021332169883,0.478608320257627,0.473250282299705,0.198692171357106,0.17917677849764,0,"aumento","cenario_reducao20"
"31",31,39.4453634880483,39.0870760090183,19.6996941491961,0.183344265283085,36.4837946603075,42.8416958113667,0.605615693842992,0.516788948315661,7.47683124616742,6.86401271261275,14.6176004840527,56.4031763933599,29.2832205980085,24.0828085131943,0.525279044965282,0.703635997720994,0.351409756857902,0.477470235619694,0.743224919261411,0.471702102595009,0.512546099838801,0.533360323146917,0.182630331860855,0.177400176483206,0,"diminuicao","cenario_reducao20"
"32",32,38.5344856767915,35.3141137259081,24.6917263679206,0.169476731354371,36.552702980116,38.2415421574842,0.563297209073789,0.629213281418197,5.74561149254441,6.8286267388612,19.6234440733679,55.1199250388891,23.6657358170487,25.4027186543681,0.495170695823617,0.756435696524568,0.382512320205569,0.497319616586901,0.76140524931252,0.474743127962574,0.518829332781024,0.465644493047148,0.176345139287878,0.168800713366363,1,"constante","cenario_base"
"33",33,35.3605791763403,31.7055549228098,23.1611222587526,0.189912448520772,36.7999825486913,39.9743031256367,0.558697414095514,0.58517769316677,4.48190537746996,6.58687222283334,19.2008744133636,56.3143061590381,25.4949211119674,29.7643398190849,0.52646165760234,0.732920335349627,0.258651819312945,0.522339299949817,0.776844624616206,0.479246318456717,0.465707598044537,0.518799847713672,0.180551677383482,0.194429380365182,1,"constante","cenario_base"
"34",34,36.9320112653077,37.247172081843,18.0846101902425,0.141424028528854,29.4585668016225,37.5067220488563,0.531585011840798,0.602491837984417,6.47581343818456,7.66389323584735,13.3983188122511,59.6461702533998,25.2104705478996,25.9555138158612,0.506258241576143,0.782126175193116,0.311146386852488,0.538720721448772,0.721509517496452,0.468608363717794,0.53000876493752,0.450657676206902,0.192592836846598,0.18111806724919,0,"diminuicao","cenario_reducao20"
"35",35,25.3692052676342,25.5924879678059,25.947615724057,0.14110047032591,27.0698459725827,43.8610824127682,0.612872027140111,0.618440821813419,5.92203500401229,4.79858026001602,13.6923882563133,57.9131266707554,29.269909132272,21.7640324914828,0.52354057256598,0.774122027563863,0.239058921299875,0.508929897844791,0.745780860283412,0.534995794878341,0.469721472449601,0.49961952152662,0.195143060584087,0.173774733196478,1,"constante","cenario_reducao20"
"36",36,32.1669395663776,36.0854752827436,24.7679085321724,0.125001498940401,39.7301205387339,31.3789193029515,0.566761677572504,0.560378829983529,7.69557235855609,5.73997102491558,23.1663701019716,59.4899881235324,25.0173511821777,28.8366621127352,0.523032909724861,0.769067238364369,0.355280904006213,0.500667889928445,0.700009374204092,0.510446806787513,0.503930095233954,0.521826600446366,0.173564205202274,0.152522393851541,0,"diminuicao","cenario_reducao10"
"37",37,36.376893062843,30.2307924057823,18.3879074193537,0.13737670390401,37.2480751248077,37.4543003621511,0.567997226363514,0.627991578413639,4.96269074082375,4.14814359787852,21.7715458862949,56.6146187018603,26.3691581669264,23.4233814501204,0.48404902133625,0.762396055995487,0.318174188723788,0.536352887772955,0.774401154415682,0.5362314411439,0.547926430893131,0.495509059983306,0.186290989851113,0.184713100048248,1,"aumento","cenario_base"
"38",38,28.2461190375034,37.4387623521034,24.9527339078486,0.123189273267053,44.0242472104728,41.7333614104427,0.512487628892995,0.528440829867031,7.10592630226165,4.6296684583649,10.3849173965864,54.5576698845252,22.3495088308118,28.463609025348,0.519749222882092,0.756064833677374,0.308647373318672,0.533824092498981,0.772596227913164,0.502675471291877,0.491702436516061,0.4865002295468,0.175135473546106,0.15881233230466,1,"aumento","cenario_base"
"39",39,29.7727151145227,33.0331208754797,22.830169223249,0.193160316464491,44.1975173121318,43.0477031122427,0.554775354312733,0.574358244962059,7.00795155297965,6.80899011995643,21.3299966079649,59.4454475096427,23.6353509104811,20.8024394745007,0.50395533007104,0.726028279424645,0.234586345218122,0.468319236300886,0.710911167832091,0.544001176534221,0.458135992777534,0.460085917660035,0.193605388049036,0.18038411452435,1,"constante","cenario_reducao10"
"40",40,28.4743867802899,29.118180454243,23.1636815741658,0.147634475515224,39.8967210017145,43.5232849395834,0.634242935874499,0.518006652384065,6.70592969935387,6.96031372901052,23.4657383756712,56.6942606540397,28.9350201492198,20.625155211892,0.537891858723015,0.703615389461629,0.381243321066722,0.512595064518973,0.771484276372939,0.541006350610405,0.466981773683801,0.477133091329597,0.183083405904472,0.199292541318573,0,"constante","cenario_reducao10"
"41",41,27.1420003357343,37.0142231788486,29.332716345787,0.104766500298865,33.696602913551,42.1707373182289,0.581665676890407,0.534299495932646,6.20687785558403,5.71892418246716,23.3959885884542,53.496972785797,27.6595756178722,21.0735292010941,0.457565599330701,0.749371410603635,0.39589974489063,0.461720771854743,0.772793167945929,0.497528253355995,0.468861948722042,0.475829828181304,0.176388679700904,0.188585630664602,0,"diminuicao","cenario_reducao10"
"42",42,31.2181950372178,26.3746704219375,27.5133965238929,0.177353105600923,28.495502746664,32.3059444106184,0.504624059959315,0.635824684472755,6.39144212473184,5.40373583976179,11.7915364343207,53.4671076294035,27.9544306499884,28.5407699015923,0.487663696194068,0.78338475106284,0.397910879226401,0.478653729823418,0.7426974656526,0.466114176507108,0.452899585105479,0.534019627980888,0.197374046349432,0.177847485430539,1,"aumento","cenario_reducao20"
"43",43,31.2058648944367,37.4816166132223,23.3101880885661,0.133111732942052,33.7057613767684,40.9463809174486,0.558264962479006,0.571066230977885,7.46575032640249,5.93715517502278,24.6440816903487,50.1564742228948,23.2303148461506,23.8714605243877,0.514049430424348,0.746069015935063,0.206792630301788,0.535655501717702,0.734841970656998,0.472480767755769,0.478068556496874,0.489615676482208,0.189636334101669,0.191010331653524,1,"constante","cenario_reducao20"
"44",44,30.5326817638706,29.1528260870837,24.3402282074094,0.15528764706105,40.2491637552157,41.3925439969171,0.517009286896791,0.581071516883094,5.98136285040528,4.09443263150752,23.6507825262379,54.51290684985,20.92510844348,28.7737476942129,0.452532318118028,0.770738248969428,0.229311149101704,0.530566831328906,0.722531125997193,0.525220808200538,0.486396954907104,0.549042521440424,0.160832633660175,0.177830662368797,0,"constante","cenario_reducao20"
"45",45,27.286671216134,36.296651493758,19.8793132416904,0.167633052892052,43.3805862208828,39.9122923112009,0.541588168847375,0.646069297846407,7.92091585602611,7.39597566705197,13.8849493465386,55.1023542508483,29.5398247987032,23.4779244591482,0.470694839349017,0.749061595206149,0.338910211855546,0.466888834233396,0.76535102983471,0.542955248081125,0.477566922502592,0.532526924484409,0.170116615458392,0.154557530139573,1,"aumento","cenario_base"
"46",46,27.0820909517352,39.462288551731,17.213773354888,0.127733437088318,43.133951658383,43.6205262935255,0.607927974651102,0.645864353224169,4.27749874908477,6.61058634705842,23.334460236365,50.6022926326841,24.5002042222768,23.7302988162264,0.513380507635884,0.745442657079548,0.222095644660294,0.53214295017533,0.70771971498616,0.475979735818692,0.46193430905696,0.498803447023965,0.170092785567977,0.194177193555515,0,"diminuicao","cenario_base"
"47",47,28.495511491783,26.2219984002877,22.2607214599848,0.105285567836836,41.3102565798908,35.8467579970602,0.556403777748346,0.602803920442238,6.22371585574001,4.74316199030727,22.4953790346626,57.4210506724194,25.5826981924474,22.6864983071573,0.540606274036691,0.732778479414992,0.204589833179489,0.456255246629007,0.719070030120201,0.456033769994974,0.463018323411234,0.528562107263133,0.171947400760837,0.162357345328201,0,"diminuicao","cenario_base"
"48",48,31.9894367537927,37.8154711972456,16.2097314558923,0.142575858370401,28.9950588531792,44.3546751723625,0.595168993168045,0.616993872972671,4.75749410130084,6.1895067980513,16.5892784658354,51.5313315740786,21.709569899831,24.7503283410333,0.499589580879547,0.703750402550213,0.202841316908598,0.466497461055405,0.728260892932303,0.513597769918852,0.537211739970371,0.507675577420741,0.181209490122274,0.152378100261558,0,"diminuicao","cenario_reducao20"
"49",49,28.9895896054804,37.0335732563399,29.8799914978445,0.161011848202907,25.9925117064267,36.8487955396995,0.574512168869842,0.503067982615903,5.18582992628217,7.49476543813944,11.1512711364776,53.4412333718501,20.2118553733453,22.1951143280603,0.467726883525029,0.764093155111186,0.262107814429328,0.528170650103129,0.770596704958007,0.493687959411182,0.492554592574015,0.471004214300774,0.176488285767846,0.191043302800972,1,"constante","cenario_reducao10"
"50",50,37.867415730143,30.7776040688623,31.8818507790565,0.197604603506625,34.5789705123752,32.9251289181411,0.62112296866253,0.60926986108534,7.36401648726314,4.91802122630179,22.992309757974,53.8070354005322,22.1191341988742,28.0774516635574,0.525468286965042,0.759246217668988,0.322910937620327,0.509628904075362,0.735449874773622,0.453222360648215,0.460023985034786,0.530570352659561,0.176448298920877,0.190518632007297,0,"constante","cenario_reducao20"
"51",51,25.6874675001018,29.9139609851409,27.3416862115264,0.196980012021959,36.8078673770651,38.8607884955127,0.587328261218499,0.638404766877648,4.82042840495706,5.35893263109028,14.8549253726378,59.1937449085526,23.1840269663371,24.2205975088291,0.451974303158931,0.713947024731897,0.386228054622188,0.497398417769,0.799861206416972,0.522683114022948,0.4649625236867,0.481692223669961,0.156672136450652,0.150755886780098,0,"aumento","cenario_base"
"52",52,31.6330011130776,28.0740805447567,29.2274478450418,0.108848455734551,26.9324047164991,32.3309804010205,0.525801920506638,0.566068669676315,6.33087635878474,7.10472166072577,13.4814012947027,56.3714338489808,25.8258844539523,27.392730130814,0.511984478845261,0.734939453424886,0.247242529224604,0.543214083439671,0.717495334288105,0.470728064072318,0.539079536031932,0.544707940844819,0.155470474483445,0.181873772479594,0,"aumento","cenario_reducao20"
"53",53,36.9838726846501,33.5407399397809,30.2703403122723,0.149838003725745,44.0178046980873,37.792441182537,0.640593655942939,0.605836217175238,5.58504879288375,4.95145909674466,22.4168449430726,58.6319100530818,20.5130057875067,28.7160702911206,0.50685403412208,0.764710543071851,0.37380391410552,0.548864278988913,0.79382832380943,0.462255990505219,0.541027664323337,0.545881871297024,0.155699443747289,0.150255080964416,1,"aumento","cenario_base"
"54",54,26.8284888996277,38.3208278566599,24.6305717229843,0.139568936778232,28.2548627723008,36.1925953638274,0.508071631204803,0.622508718643803,5.2222851049155,4.30566382035613,24.8733490589075,54.128713470418,22.4985617632046,28.8358948822133,0.465136774396524,0.764643603516743,0.37316648280248,0.506624661409296,0.714503812184557,0.539780309656635,0.534232851979323,0.509319735318422,0.172571016440634,0.154473704448901,1,"diminuicao","cenario_reducao10"
"55",55,33.4142197563779,32.9457113717217,24.8850174695253,0.139033192908391,43.4301252523437,42.408254253678,0.513084828073625,0.572991397010628,5.88902115728706,5.67397842463106,13.4520850994159,57.0453654811718,20.1468979963101,23.602460490074,0.455149201117456,0.736715130880475,0.216155505832285,0.513443005387671,0.78365504082758,0.455936862109229,0.504914953140542,0.457889887923375,0.169282760494389,0.177708707575221,1,"aumento","cenario_base"
"56",56,28.0979708442464,33.8043798517901,20.4230381399393,0.131849949085154,27.5555014563724,38.4464382031001,0.626233700849116,0.626449912635144,6.97299639135599,4.79777709767222,11.3322164665442,51.9727812125348,22.1847004094161,25.7420620764606,0.454190340358764,0.73494259105064,0.204674994619563,0.525337523990311,0.785703207389452,0.531255643186159,0.476487440546043,0.49729047648143,0.187683473923244,0.158164902834687,0,"diminuicao","cenario_reducao20"
"57",57,26.9129747536499,34.9860271380749,26.5471668131649,0.168257505423389,38.2547918101773,36.8471322278492,0.563133389141876,0.57393107394455,7.90721442643553,6.60695607215166,19.5279042876791,55.278135293629,25.236070395913,20.9971033292823,0.4676743572345,0.736858679144643,0.213991756737232,0.486200945475139,0.726795325102285,0.518764484138228,0.530459457496181,0.507116936822422,0.154025528091006,0.175668841018341,0,"constante","cenario_reducao10"
"58",58,36.2996179645415,32.9483868787065,19.8949638791382,0.128461490757763,40.6808385485783,32.8852293791715,0.607622907916084,0.502650382753927,4.62505540531129,6.48679980263114,22.8482641396113,58.9979437179863,23.2986534154043,21.3472778932191,0.474487429577857,0.791974010993727,0.315747944032773,0.541204551979899,0.729921567183919,0.502886434947141,0.456642895797268,0.503853255766444,0.171429543220438,0.155041048000567,0,"diminuicao","cenario_base"
"59",59,38.4256803872995,32.6476434909273,20.6122592762113,0.139009471423924,40.2922632358968,37.0792025222909,0.610422609664965,0.566069788695313,4.51770324539393,5.67168292123824,12.7591273200233,52.9064526758157,27.4146245280281,21.4252316509373,0.528931083949283,0.775984501279891,0.30463356776163,0.476526913512498,0.762735665636137,0.544749659881927,0.457994703715667,0.510936176613905,0.176905683113728,0.16820681784302,1,"aumento","cenario_reducao20"
"60",60,30.6169416382909,25.2424072136637,27.4524953365326,0.19901685602963,38.4514062106609,33.4875036659651,0.648120581766125,0.571688699431252,6.32223721127957,4.59474867582321,17.5821227405686,53.0562769062817,29.55556955887,21.8337917327881,0.4673625290161,0.7144215794513,0.331722868653014,0.507907864591107,0.763467166665941,0.49639731219504,0.477830227673985,0.507145930780098,0.17676586555317,0.16505806602072,0,"aumento","cenario_reducao20"
"61",61,34.9767279194202,25.7156497740652,27.6405381299555,0.179200573149137,27.3133180476725,34.7111956612207,0.64414506793255,0.590186086087488,4.54859669972211,4.73570077028126,15.333408965962,54.2977643664926,22.2320106322877,20.2251641685143,0.546941964305006,0.733448144374415,0.234060190618038,0.545396795845591,0.743709510494955,0.473738593002781,0.499423264968209,0.480793814454228,0.189382830401883,0.190093009406701,1,"aumento","cenario_reducao10"
"62",62,26.4226099138614,38.9402602380142,18.7686886191368,0.131240515154786,42.0260297507048,43.0027806793805,0.521269060159102,0.566487008507829,4.80798577796668,5.70144194737077,22.3674382618628,58.8669808488339,29.7688324656337,22.64792855829,0.499123528739437,0.724437326262705,0.214693553233519,0.454401487228461,0.760230048582889,0.479971272847615,0.535603616316803,0.513880387158133,0.154594563320279,0.187556668033358,1,"diminuicao","cenario_reducao10"
"63",63,30.7595445669722,36.5392830804922,20.9009801410139,0.181711773038842,37.3592318966985,36.6748096060473,0.599742697377224,0.54607661642367,5.36659625824541,5.55646326113492,17.2559334593825,56.805287420284,20.919499990996,20.4358522128314,0.489639935246669,0.716222602711059,0.33150884853676,0.461219679913484,0.702356506395154,0.474613986117765,0.520732117630541,0.458495540218428,0.159438390180003,0.194171049608849,1,"aumento","cenario_reducao10"
"64",64,29.1157546686009,28.0162092414685,21.9185164272785,0.122090977220796,41.7282311199233,36.5089262835681,0.504973136330955,0.600948382460047,5.06360378675163,4.22901165299118,13.4786939120386,54.3779186811298,27.3664594837464,20.5374852055684,0.500985957379453,0.797293082810938,0.203035160619766,0.492489431519061,0.76696984921582,0.496286785765551,0.491578340274282,0.473908614274114,0.166254720138386,0.177475667255931,1,"aumento","cenario_reducao10"
