"","simulacao","acoes_educacionais","consultas","absenteismo","alto_risco","acoes_altorisco","consultas_altorisco","indireta_enf","indireta_med","ferias","feriados","coleta_ex","visita","consulta_puerp","consulta_cd","enf_acoes","enf_coleta","enf_coleta_cito","enf_prenatal","enf_imunizacao","enf_puerperal","enf_visita","enf_cd","todos"
"14",14,31.4526680391282,23.7157166004181,9.69544737786055,0.114070674870163,36.968139745295,41.91294177901,0.579266915330663,0.518112059391569,7.96985312830657,5.68627065420151,15.8272909978405,58.1941770762205,25.9584986534901,29.8268354707398,0.511156031303108,0.768504425371066,0.388397984206676,0.476093292166479,0.746255460497923,0.455475541157648,0.49306624433957,0.523387945140712,0
"15",15,22.0584936533123,31.6134927142411,14.5273124575615,0.173865120625123,43.810752988793,34.8159008100629,0.572638264298439,0.546723802166525,7.73018401023,5.35960271488875,13.2482303585857,49.3514138110913,29.7048599459231,21.7313078115694,0.494324269425124,0.757669891067781,0.32884911429137,0.533495429740287,0.79461377162952,0.483888104185462,0.517547167697921,0.499334603990428,1
"16",16,37.9964994080365,28.2757727336138,20.7245543822646,0.111533954623155,35.3365067252889,36.3145465473644,0.5938225568505,0.633937684842385,4.73682543728501,5.08888278249651,17.5209306646138,48.6629674164578,26.4183141058311,24.8098373203538,0.479340216261335,0.770121813658625,0.27534402362071,0.515884049073793,0.726234196568839,0.46806083379779,0.462131561711431,0.473978444654495,1
"17",17,24.9217546870932,26.5484532667324,8.87564745545387,0.164607117022388,31.85753966216,43.3561801118776,0.560300556011498,0.587015248578973,5.7395196929574,5.35550948325545,14.7604827675968,54.7025821718853,28.1332423747517,23.8683656579815,0.536547111975961,0.755513702030294,0.307903119456023,0.519075740431435,0.789820822491311,0.497405283246189,0.530890571069904,0.494068115483969,1
"18",18,20.8411906706169,28.416541479528,20.7087795510888,0.194489345652983,27.6706556929275,40.0811468402389,0.522571082599461,0.629057903354987,5.59442868176848,6.77923550549895,11.4798677130602,57.2872257919516,22.4618366872892,21.727790015284,0.528738642763346,0.793110836553387,0.281149816559628,0.45066518667154,0.744222593563609,0.516972990729846,0.469034824636765,0.537069002422504,1
"19",19,26.558414385654,27.3120283940807,14.1233713179827,0.164437873940915,40.6814780645072,37.0966357458383,0.561946106143296,0.559785230096895,4.33253008499742,6.80993110407144,18.0535360844806,51.3951524288859,26.7465348518454,25.3833340713754,0.539364807121456,0.707488043885678,0.242577367043123,0.464363695308566,0.709965430386364,0.540100215096027,0.450615021493286,0.484807648533024,0
"20",20,39.0900729829445,37.4141393601894,14.418596021831,0.172932139155455,38.2068823929876,36.9586185389198,0.5853738542879,0.579962534061633,5.700001639314,4.09247288387269,15.1007349975407,45.019036437152,27.7634616335854,26.3404682371765,0.522805185825564,0.702232103049755,0.396349463844672,0.465331739909016,0.767336817993783,0.542516509490088,0.537436725222506,0.459558683470823,0
"21",21,37.7907863212749,25.4595281463116,14.2626945823431,0.173623176990077,40.4017144301906,39.0723234065808,0.525946021848358,0.592205987602938,6.12586793489754,6.02137626335025,10.3715792205185,51.2755434599239,24.2236030381173,22.6557788881473,0.495935609051958,0.73905094480142,0.351996408123523,0.484430182026699,0.783775154361501,0.497533536236733,0.477563294116408,0.46233758952003,1
"22",22,33.856068123132,27.8664477681741,8.31225039064884,0.133145208610222,25.5176893481985,42.0676299137995,0.564844103739597,0.520549667498562,6.35698882024735,4.21004998404533,19.2779019917361,49.0737129421905,20.8554279129021,24.2846150277182,0.539530551875941,0.712096063536592,0.362313527893275,0.494246303592809,0.76092941253446,0.465431125275791,0.537539141741581,0.484378619492054,1
"23",23,32.8101362753659,37.8453319054097,15.8064592257142,0.106544438260607,42.0031326962635,41.9954216200858,0.565881994226947,0.543055940396152,5.14599465858191,5.25376820750535,14.4798960490152,47.1606093342416,23.5930715594441,20.0561599666253,0.462705151806586,0.752135607483797,0.264742740243673,0.539918505912647,0.785950310947374,0.512405497790314,0.473100912803784,0.454530326486565,1
"24",24,39.8853955324739,36.4611985115334,11.1676188074052,0.141864594374783,27.4062076117843,30.0468576187268,0.58934459045995,0.643731682142243,6.20904222410172,4.63964851293713,19.1590227442794,47.9844016896095,25.7955344044603,21.6505939210765,0.512901956378482,0.775419290806167,0.238425802532583,0.465249920310453,0.716486609564163,0.514811608521268,0.459468999365345,0.463671970320866,0
"25",25,33.1141159823164,34.5115518569946,21.7919894345105,0.171681739133783,27.5691646104679,32.3864275531378,0.514967892807908,0.516958898562007,4.38001976627856,4.70076920650899,13.5575178824365,54.4498223648407,21.248396562878,21.9768645381555,0.517531477473676,0.753273908654228,0.39861140428111,0.526879806094803,0.712064960342832,0.544351703720167,0.502788356691599,0.470356972888112,0
"26",26,34.1706093633547,28.7966147437692,17.1866657212377,0.159941957308911,34.6075834101066,40.1385622099042,0.50419260810595,0.570061104476917,6.93708963505924,5.62003559805453,19.1531269415282,49.3465199775528,24.3945780768991,22.7314184745774,0.459594603045844,0.786617826437578,0.242384411022067,0.45138970061671,0.726035117683932,0.46056959759444,0.450146262138151,0.537362489220686,1
"27",27,30.8813204942271,29.1341367224231,10.5175504460931,0.142564293858595,27.2808372508734,44.1371174168307,0.559427722357213,0.638012910529505,7.41385303344578,6.53334341570735,14.2831726907752,58.7414308043662,26.1865300638601,22.2441385895945,0.460496521601453,0.771597995585762,0.325278326915577,0.503020441089757,0.70421553584747,0.543960810196586,0.53788186123129,0.521324647567235,1
"28",28,31.8828404089436,29.608696596697,21.4321210682392,0.149974166345783,35.0227533001453,33.3308218291495,0.529240593453869,0.537339693238027,6.01587004214525,6.78325314633548,16.5954412473366,47.9823588975705,25.9410915360786,25.2814521477558,0.547034924733452,0.761259855655953,0.320516595896333,0.493614844395779,0.756492057838477,0.525416544429027,0.488414779631421,0.546292355563492,1
"29",29,25.7831947458908,22.5476281344891,8.82053247466683,0.156369081232697,44.0482427692041,35.1734298700467,0.588801471679471,0.60692541640019,7.07933683041483,6.73775196261704,11.469210635405,45.6515114021022,28.1876581953838,24.6139845461585,0.542894556745887,0.740554439742118,0.204920580517501,0.468313144124113,0.746151919150725,0.49828918511048,0.458569794730283,0.508334056776948,0
"30",30,22.9422729462385,25.7216640515253,21.14900611341,0.163963606557809,42.7533744787797,35.1922891137656,0.581420721462928,0.632255330809858,6.13348987139761,6.11561915837228,13.496023719199,45.0463207124267,25.1223314250819,27.7959013800137,0.494595641107298,0.701901137712412,0.245812315819785,0.455506839137524,0.784494856884703,0.503837369568646,0.526265318901278,0.468357836618088,1
"31",31,39.2604846507311,32.5092199677601,20.486388579011,0.135341226146556,43.7550033722073,40.2746193157509,0.527647542138584,0.514006105333101,7.08144614566118,6.54679375793785,16.4740188186988,45.6703340727836,29.8696521273814,28.616204787977,0.477975920215249,0.764219599193893,0.351669714646414,0.541017192066647,0.796549162012525,0.537487420695834,0.494262351468205,0.511928585055284,0
"32",32,38.0459809023887,33.7658665562049,19.222456548363,0.103225635411218,42.7007524576038,41.7180663719773,0.507288870238699,0.564437289594207,4.0861583724618,7.37363305594772,17.3747705877759,57.2209710313473,29.081946737133,22.5755952741019,0.502816604729742,0.709792858199216,0.33787227938883,0.486083359643817,0.732962645590305,0.500448919972405,0.509153383155353,0.451958404434845,1
"33",33,33.8141055684537,23.1415196089074,15.8199680559337,0.176531123416498,34.2277930770069,34.796113979537,0.509634160832502,0.543798291333951,4.95321437343955,5.2723940461874,10.8521966217086,54.3844682851341,28.3639131207019,22.2913233656436,0.457598087820224,0.748317477013916,0.387616507103667,0.515905764326453,0.788288346258923,0.548633046704345,0.501694151037373,0.475606020959094,1
"34",34,35.9093483537436,36.001752987504,9.22033448517323,0.134062462626025,43.1573612382635,35.571417248575,0.539424315560609,0.61571851677727,7.02860367484391,7.85842700581998,17.4128543632105,54.0378700720612,24.2427255562507,24.0961286774836,0.504103811574169,0.707788739469834,0.395741072669625,0.496497359173372,0.767164839222096,0.495485852030106,0.475887744291686,0.527197522344068,0
"35",35,20.492273690179,23.9442944899201,18.226839646697,0.183157405210659,36.0562764061615,43.7125928106252,0.541853236430325,0.633989790838677,7.95241637714207,7.46080892812461,13.7595731392503,50.3551223943941,24.8473978647962,28.0118808313273,0.471572171454318,0.706305764033459,0.265393720706925,0.544299458898604,0.783061244687997,0.528654187056236,0.514284041617066,0.518929561460391,0
"36",36,29.5559194218367,30.7860190467909,20.0390925295651,0.103455097670667,39.4616817031056,32.8259566705674,0.572309494111687,0.505408835760318,7.22433467675,6.21055265702307,15.7855986431241,53.4649814246222,29.6982279000804,24.6677931398153,0.473469513608143,0.735177759546787,0.317583021568134,0.525848117563874,0.745885944832116,0.520102940988727,0.509728142409585,0.459830456692725,1
"37",37,35.1691907504573,39.5852861786261,9.4760875813663,0.141849412978627,30.9872100455686,32.6226385042537,0.515648785908706,0.600665080244653,4.78100496903062,6.57175329327583,16.5333868004382,46.5615621954203,21.3071224000305,21.7698393319733,0.451684600277804,0.75252631844487,0.275136708188802,0.452646742295474,0.709852949040942,0.455720437201671,0.509597633290105,0.53889901577495,1
"38",38,24.3281587166712,28.3404873032123,22.3400846347213,0.168318401928991,38.3954581758007,43.7663779780269,0.559658608213067,0.576264866592828,6.59569255728275,5.05749913491309,17.2691422770731,55.7711611292325,29.0024246904068,25.7800747849979,0.539985712058842,0.757363075297326,0.301577976346016,0.475459954398684,0.722412567958236,0.480507770203985,0.505062827537768,0.468321408564225,0
"39",39,26.363620152697,21.6271985555068,11.8487848490477,0.160108683491126,27.0613057585433,41.3532535813283,0.564634867059067,0.536914179637097,6.19520424026996,5.96375923324376,10.4552562418394,48.0707872740459,22.913566136267,28.7790605053306,0.516516016540118,0.737148174876347,0.35972700137645,0.482275018375367,0.763862199569121,0.481608444987796,0.499148132326081,0.501024482003413,0
"40",40,24.6325157070532,23.3963547367603,15.8171912766993,0.151813812181354,26.3452301267534,30.7977489370387,0.585363581776619,0.528555798949674,6.62177976872772,5.09519836679101,10.8952566119842,48.2604873063974,21.1851471127011,23.9233052660711,0.516229759971611,0.716777256899513,0.39291483014822,0.49458692248445,0.724079351592809,0.534143058001064,0.456618311954662,0.529296747921035,1
"41",41,22.8560004476458,23.7723897444084,14.6056077703834,0.194934869534336,40.676939105615,33.288477351889,0.550925668957643,0.560504641686566,6.74197779875249,6.34442100580782,10.7182467868552,57.1004791965242,22.9689393867739,27.7179962652735,0.463581821857952,0.716591381188482,0.260099629079923,0.491992836399004,0.769081554329023,0.52152441481594,0.523410110990517,0.531627164059319,1
"42",42,28.2909267162904,20.5799170210958,8.40828743577003,0.171739778341725,26.6979750897735,36.5311650198419,0.586611341685057,0.59130095988512,6.47282993793488,7.69761848263443,12.9793573217466,56.2067252467386,28.7206414178945,23.2765044039115,0.456404710165225,0.790380527079105,0.38621536726132,0.53567937721964,0.732083866768517,0.47082412536256,0.49949275450781,0.465979669173248,1
"43",43,28.2744865259156,25.6137112993747,23.7094121277332,0.101684773433954,26.3657186599448,41.1075467825867,0.587788631953299,0.514013552828692,6.08596185222268,5.31375706847757,19.9474188988097,48.9632069959771,27.4104435392655,23.7913775863126,0.543014710047282,0.746731995115988,0.388306477153674,0.544971020589583,0.727633955748752,0.467314248112962,0.533725230023265,0.536119974334724,0
"44",44,27.3769090184942,27.2793909814209,12.4476142302155,0.118918653973378,26.0283357277513,43.5979945398867,0.500608036597259,0.583580431167502,4.27057314105332,5.5429296772927,19.322831754107,46.1036503803916,26.3117499067448,24.1847948823124,0.509675436653197,0.716979378275573,0.332507469225675,0.531889652251266,0.752818776597269,0.524495471199043,0.515905182529241,0.503127720113844,1
"45",45,23.0488949548453,25.5133845005184,23.3316363468766,0.153497607936151,31.7123262537643,38.5935164394323,0.548210738017224,0.632842532894574,7.6485635722056,7.82137269247323,15.3501673974097,50.1144373579882,25.2348562004045,22.6898824120872,0.523112013400532,0.753062136401422,0.384262640634552,0.521977640199475,0.740310198022053,0.461271542264149,0.46938417586498,0.539814457087778,0
"46",46,22.7761212689802,22.386861811392,16.7964777499437,0.156130231893621,32.482902253978,39.7638103261124,0.560694372118451,0.563084124051966,5.11243753042072,4.1247767098248,16.0625028400682,45.733184380224,29.7244605910964,29.0605273842812,0.536675983341411,0.757029003882781,0.392136134859175,0.547318321536295,0.745040304074064,0.516505111637525,0.516849944042042,0.493762939958833,1
"47",47,24.660681989044,22.6036646822467,16.2285518199205,0.196168579696678,26.7167763086036,35.4466525674798,0.567371212341823,0.593331294145901,5.91005906555802,5.32458278723061,19.5831110887229,59.2069227341563,21.7191286711022,27.6584655256011,0.499524702131748,0.731355838384479,0.224246568419039,0.453188007185236,0.756021249806508,0.515584414149635,0.505392964370549,0.452595478110015,0
"48",48,29.3192490050569,37.4423479940742,10.5897952727973,0.137559548509307,32.4696653941646,37.2959621460177,0.594926637411118,0.546022477257065,6.45053389668465,7.20937494095415,14.1070095240138,56.9145878276322,28.1713359244168,29.8466477706097,0.506138380453922,0.792130180308595,0.216117716487497,0.517486298270524,0.724827248114161,0.450000346614979,0.508877728460357,0.533069001091644,0
"49",49,25.3194528073072,28.5109185148031,21.7047388143837,0.134487541206181,40.8134548738599,40.6521406956017,0.548530822969042,0.580884404969402,5.19452577736229,4.53788486681879,18.8784105167724,56.4022160461172,29.0268337540329,26.6730912728235,0.510139546147548,0.790062548290007,0.247911323234439,0.519172412296757,0.714405650785193,0.519867860875093,0.482954366086051,0.451266477210447,0
"50",50,37.1565543068573,22.0047970069572,23.7763563506305,0.157463363884017,38.5572160407901,31.0865377925802,0.551425075950101,0.643294631829485,6.14026308432221,4.95496874302626,19.029001975432,46.1035163537599,29.4003360928036,27.7630492346361,0.46664213349577,0.700821735523641,0.348315012222156,0.516332615958527,0.755722642084584,0.494042354240082,0.519145864644088,0.470223999442533,1
"51",51,20.916623333469,22.9925047373399,12.5614656619728,0.120722533133812,25.6314264331013,44.4645129761193,0.586539131868631,0.587735297298059,6.5949668828398,4.93394894246012,16.1773746390827,52.3528865352273,27.0964575279504,29.6400500880554,0.51474408225622,0.733911677240394,0.226572473626584,0.481030540610664,0.74068589147646,0.535709763271734,0.455911161145195,0.52348690435756,0
"52",52,28.8440014841035,37.8159072063863,14.5777043290436,0.129080626112409,37.5418175477535,38.0511242675129,0.580901528708637,0.579748076677788,4.83001796714962,6.55223749671131,15.0790802412666,47.9233523737639,20.002912778873,27.0779728889465,0.530987620772794,0.769537545321509,0.370068749785423,0.456648088386282,0.707022491865791,0.532974438276142,0.548464686982334,0.530173421814106,1
"53",53,35.9784969128668,38.2055328646675,13.6467657350004,0.15825033779256,27.9645452462137,35.7368952047545,0.535293040960096,0.507733393087983,4.75524234119803,4.65193282719702,14.3153892247938,47.6221663621254,20.1335735013708,25.3863409976475,0.483615807886235,0.741010946780443,0.343297215178609,0.481850103568286,0.709798569860868,0.4739857761655,0.529683298035525,0.483288984256797,0
"54",54,22.4379851995036,36.8465703958645,10.10051478073,0.174784984230064,41.7580325435847,36.456089776475,0.575697415671311,0.583911892934702,6.58461237791926,4.0723275737837,14.3770101293921,58.9305845985655,23.6517179128714,20.2209488721564,0.536204184032977,0.73094083990436,0.24186872956343,0.452125641307794,0.742668643081561,0.523367960215546,0.484256203938276,0.454404512490146,1
"55",55,31.2189596751705,30.9829906281084,15.4314201101661,0.119944011629559,36.0986274993047,33.3115875476506,0.561235954612494,0.637923664913978,6.43627120088786,4.59034033957869,18.7128715030849,55.7476654252969,24.7490536328405,22.490681738127,0.512996100378223,0.70571550198365,0.361192390043289,0.493569730501622,0.770979642588645,0.537394031020813,0.45015870903153,0.518579479702748,0
"56",56,24.1306277923286,25.2974881092086,10.9910222329199,0.121018928359263,43.5191312991083,38.8418312289286,0.573594962712377,0.546621611050796,7.50510542560369,5.80052331928164,17.5174951949157,59.2134110466577,24.0981453144923,28.4779955004342,0.535154943238012,0.778817233396694,0.286128942621872,0.544517885753885,0.71813847515732,0.518550028093159,0.485197988734581,0.49367833789438,1
"57",57,22.5506330048665,36.0918914992362,9.25117943435907,0.105001646350138,40.7914849137887,32.4305754038505,0.554658647859469,0.534974171419162,4.81561798043549,5.36040794290602,15.0925394380465,53.4008850320242,27.8343735891394,22.9253406007774,0.514693699846976,0.787631338043138,0.337989749200642,0.516994468169287,0.78551666343119,0.486697282735258,0.529455780540593,0.462763817119412,0
"58",58,35.0661572860554,21.3285791594535,8.48107611387968,0.170367847220041,37.7128021791577,44.0712558757514,0.584130967850797,0.590507164318115,7.6404741005972,6.21912494022399,12.8052766784094,51.9139053742401,29.5533250714652,23.3418800029904,0.548532886360772,0.72230711535085,0.311616369523108,0.483275056979619,0.753275487315841,0.483746581454761,0.521880510053597,0.463782541104592,1
"59",59,37.900907183066,21.5989407431334,15.9532970413566,0.130835076747462,25.5227263458073,32.1386436419562,0.599107616837136,0.638517984142527,7.19771038927138,5.44588857050985,19.092047677841,52.1620417269878,28.7453667796217,25.6066494504921,0.541948580159806,0.722611269447953,0.248219622531906,0.464233713620342,0.709420219762251,0.477398859476671,0.475844029476866,0.519840704207309,0
"60",60,27.4892555177212,25.566045534797,18.0240081138909,0.166058773733676,37.5047207344323,33.6134219239466,0.577285604225472,0.583671234629583,4.0646528461948,4.30724463053048,11.7194439750165,53.4563610388432,21.239135900978,26.7307379818521,0.452959506050684,0.798758123675361,0.395678598433733,0.490130686340854,0.768727140524425,0.466146212723106,0.481254322477616,0.529314244585112,1
"61",61,33.3023038925603,29.8846529936418,17.4732321053743,0.101018848805688,44.0100917546079,38.7983124749735,0.567866822658107,0.544784551952034,6.24761139880866,5.7881040526554,11.3592981989495,55.4664153547492,20.972869254183,28.5530328960158,0.519266017829068,0.71333579106722,0.316495382366702,0.474040552694351,0.795346133224666,0.540461895964108,0.537694635475054,0.513575505209155,0
"62",62,21.8968132184818,37.1207232633606,17.3759510293603,0.175247714552097,38.1652916921303,32.6314913097303,0.591352030960843,0.557534721225966,4.96856482326984,5.79863001778722,17.7754328562878,47.5499650149141,23.2789395563304,23.059115272481,0.479457377502695,0.791303387819789,0.329306144686416,0.482982299430296,0.754052051831968,0.480770757165737,0.463861058047041,0.544664332410321,0
"63",63,27.6793927559629,34.1464235261083,10.1055296882987,0.117759256227873,43.2490202551708,33.3576204744168,0.591215396276675,0.514441759639885,4.68074187450111,4.67153868544847,12.8036396019161,56.6856012912467,25.7878143619746,25.4712339048274,0.544869971135631,0.735725959902629,0.226903247274458,0.545828081364743,0.764456188702024,0.463458334957249,0.47715510064736,0.456077288207598,0
"64",64,25.4876728914678,28.3156680548564,18.8270706497133,0.142510524438694,27.6325879991055,33.4220032242592,0.539102290011942,0.543292763282079,7.60649317223579,6.75647403299809,14.8095079977065,45.200899791671,28.1218012003228,23.4834073414095,0.491782431514002,0.718844645470381,0.243060227809474,0.519073964096606,0.727015062933788,0.469171984330751,0.45887608374469,0.477735645486973,0
"65",65,36.2928007775918,30.7815670967102,9.13210390508175,0.164445878774859,40.8950174320489,30.9565888764337,0.509981592930853,0.631789231824223,6.19638897757977,5.23350066598505,15.1552471611649,46.2029902380891,23.7081500631757,29.1173504386097,0.474766766559333,0.78784315562807,0.201126898312941,0.511785200727172,0.712891202419996,0.474934681179002,0.493503230437636,0.463651210744865,1
"66",66,28.970326827839,22.8652516799048,14.1118428111076,0.139396606665105,25.3532101260498,31.3629886787385,0.502212290791795,0.582272605923936,6.45979084912688,7.3190691312775,10.4798639542423,47.5773323408794,26.6020381217822,20.1491541950963,0.519064467051066,0.754233195632696,0.271130876475945,0.511382875102572,0.726383391092531,0.532099358248524,0.481369689526036,0.54059741711244,1
"67",67,36.201287060976,30.1403936371207,23.9807689636946,0.17711256199982,37.4766858713701,42.1095540106762,0.560409582825378,0.62825603063684,4.45048688538373,6.50173632986844,18.5839908127673,49.7495469788555,25.4025930259377,23.7369716144167,0.469214331684634,0.742528795450926,0.320795933622867,0.531056701415218,0.77480026143603,0.460670118895359,0.493613082380034,0.493953318218701,1
"68",68,36.2477901903912,22.2506803600118,8.74362931773067,0.187773338588886,38.7387534137815,31.8205405643675,0.508723614830524,0.64420304147061,6.87855046056211,6.42682877834886,11.3581472472288,56.8758349330164,23.278031211812,21.119067564141,0.481983025604859,0.787277038558386,0.225852004997432,0.491411775862798,0.797342110867612,0.521779471007176,0.511261580092833,0.534248540271074,0
"69",69,35.8868464222178,23.0100522004068,13.069518700242,0.149879959248938,32.3022549366578,36.4558494603261,0.519531454821117,0.626065020461101,7.3752154102549,7.92475220281631,19.1144323139451,47.066686602775,28.0327646853402,24.2889832309447,0.500588797940873,0.766792276967317,0.380810361867771,0.545366991567426,0.744636203488335,0.49013271285221,0.500363810244016,0.506101759546436,0
"70",70,28.7966337520629,37.9459188552573,8.83842865377665,0.10725980962161,39.7736989986151,34.4208252697717,0.510537065053359,0.562798064888921,6.03307741228491,5.93600923474878,16.3487187284045,49.1548953973688,24.6711483341642,20.2975667128339,0.502238561026752,0.757907460746355,0.290475265076384,0.471730554196984,0.704799430235289,0.533318900992163,0.47619412895292,0.454853572160937,0
"71",71,35.089503172785,25.2953425608575,18.785888209939,0.146547754551284,35.3146770503372,36.4481404353864,0.562911626324058,0.52645182069391,5.26201675925404,6.44386440329254,18.8401104905643,55.9255605773069,23.7267215014435,27.5643075187691,0.505657071457244,0.724653741740622,0.248926291335374,0.523172403569333,0.754886679630727,0.507676958665252,0.538017976493575,0.464959286246449,0
"72",72,32.5844226311892,35.0076498324051,10.3062941208482,0.196770024462603,35.4320534644648,38.4770670672879,0.544953896314837,0.550846743199509,6.44143685698509,5.36232106015086,19.6177420392632,47.5214523647446,26.2939474405721,20.9534633462317,0.502518895803951,0.704635839769617,0.284714616276324,0.472940624109469,0.790451961848885,0.528322300408036,0.453635149379261,0.470397958927788,1
"73",73,34.2036480270326,26.8554997630417,12.8389647044241,0.146374612813815,30.942527805455,39.5949572429527,0.573270824318752,0.519798703806009,5.83163331542164,5.5799928130582,14.9115253658965,51.692851226544,20.8345336723141,29.3017291044816,0.539643655205146,0.790742852562107,0.350145342806354,0.455264354986139,0.780730113503523,0.515050714393146,0.464108834159561,0.548660585982725,0
"74",74,20.012495466508,32.7130949404091,9.13055254891515,0.177648004028015,37.1739188674837,34.1074481816031,0.575965677155182,0.607377742766403,7.19409222994,4.40913108270615,13.9683164376765,45.3136009059381,27.1212207898498,28.8902835734189,0.463179389573634,0.788718774076551,0.214738444285467,0.505719804903492,0.793570313998498,0.487915958999656,0.509958769148216,0.472601825371385,0
"75",75,29.5063314819708,24.2233826126903,23.0297632329166,0.170316206291318,33.7570245843381,40.0637805426959,0.54558268787805,0.632115908153355,7.49947610218078,6.38313839677721,17.5756599381566,48.8132142741233,29.2786021134816,20.8316447795369,0.549067167215981,0.72618095590733,0.38090512752533,0.54079348500818,0.747891544783488,0.523705598548986,0.537164554349147,0.544536192947999,1
