"","uf_sigla","cod_regsaude","regiao_saude","nec_med","oferta_med","rr_med","ra_med","ano","nec_enf","oferta_enf","rr_enf","classificacao","cenario"
"47","BA",29022,"Santo Antônio de Jesus",52.4235443961372,20.7043769443973,39.494424085379,-31.7191674517398,2023,74.8571455938697,21.2939193393292,28.446074413333,"Ambos déficit","Cenário 1"
"48","BA",29023,"Seabra",22.361429375067,8.85421755226815,39.5959372889669,-13.5072118227988,2023,35.2157375478927,9.45401938645406,26.8460070546493,"Ambos déficit","Cenário 1"
"49","BA",29024,"Senhor do Bonfim",60.2979662672257,22.214977258509,36.8420008728947,-38.0829890087166,2023,59.3637643678161,20.810434032768,35.055785721113,"Ambos déficit","Cenário 1"
"50","BA",29025,"Serrinha",84.4155669012387,31.4029619975482,37.2004396230471,-53.0126049036905,2023,111.832155172414,34.8482322730499,31.1611917156775,"Ambos déficit","Cenário 1"
"51","BA",29026,"Teixeira de Freitas",53.9739228210052,17.173511938416,31.8181652190983,-36.8004108825891,2023,91.4825191570881,22.5051578016498,24.6005007393875,"Ambos déficit","Cenário 1"
"52","BA",29027,"Valença",51.5969559357865,15.4612191046778,29.9653706779128,-36.1357368311087,2023,53.7184291187739,20.6115183925511,38.3695479012948,"Ambos déficit","Cenário 1"
"53","BA",29028,"Vitória da Conquista",103.325313144067,33.2470819104377,32.1770928137244,-70.0782312336289,2023,125.083026819923,37.5254626882726,30.0004434193109,"Ambos déficit","Cenário 1"
"54","CE",23001,"1ª Região Fortaleza",454.855263193716,204.872096325661,45.041162080257,-249.983166868055,2023,492.704626436782,200.08328346308,40.6091748945152,"Ambos déficit","Cenário 1"
"55","CE",23002,"2ª Região Caucaia",77.1204048486329,24.4963983476189,31.7638352595514,-52.6240065010141,2023,119.835392720307,25.6289927230041,21.3868308362136,"Ambos déficit","Cenário 1"
"56","CE",23003,"3ª Região Maracanaú",74.8008504855052,18.9203758725027,25.2943325506293,-55.8804746130026,2023,107.506350574713,19.6233000535244,18.2531543007657,"Ambos déficit","Cenário 1"
"57","CE",23004,"4ª Região Baturité",15.335234252867,5.5796939678552,36.384797753005,-9.7555402850118,2023,23.8188505747126,5.65919737931428,23.7593218932335,"Ambos déficit","Cenário 1"
"58","CE",23005,"5ª Região Canindé",27.2823819891595,9.18920001610436,33.6818098205488,-18.0931819730551,2023,35.9182950191571,11.1195547145503,30.9579135329771,"Ambos déficit","Cenário 1"
"59","CE",23006,"6ª Região Itapipoca",42.7818905030444,11.9279490008582,27.8808366357942,-30.8539415021862,2023,68.2397222222222,15.2746990315067,22.3838821936653,"Ambos déficit","Cenário 1"
"60","CE",23007,"7ª Região Aracati",19.8268790921286,4.93482312227989,24.8895607793314,-14.8920559698487,2023,19.3747222222222,6.70360587805616,34.5997521986009,"Ambos déficit","Cenário 1"
"61","CE",23008,"8ª Região Quixadá",36.5846035178467,11.710576563085,32.009576261698,-24.8740269547617,2023,59.1852394636015,13.5603815674529,22.9117626123527,"Ambos déficit","Cenário 1"
"62","CE",23009,"9ª Região Russas",19.7126479221205,6.96395624165514,35.3273505881499,-12.7486916804653,2023,32.7501915708812,7.82252618925646,23.8854364327188,"Ambos déficit","Cenário 1"
"63","CE",23010,"10ª Região Limoeiro do Norte",26.2549308161378,8.45043025155509,32.1860693929574,-17.8045005645827,2023,35.9512835249042,10.6470047287081,29.6150893231189,"Ambos déficit","Cenário 1"
"64","CE",23011,"11ª Região Sobral",103.538844567017,26.5428751193613,25.6356686520498,-76.9959694476556,2023,121.675517241379,38.8450932597899,31.9251515345763,"Ambos déficit","Cenário 1"
"65","CE",23012,"12ª Região Acaraú",33.7051193365548,11.5613072148953,34.3013389136898,-22.1438121216595,2023,55.3810153256705,14.3855824210556,25.9756567055707,"Ambos déficit","Cenário 1"
"66","CE",23013,"13ª Região Tianguá",48.6183444231535,14.4874443639269,29.7983087162211,-34.1309000592266,2023,72.690469348659,18.1617301277171,24.9850225077026,"Ambos déficit","Cenário 1"
"67","CE",23014,"14ª Região Tauá",19.0754051519704,4.70791155679021,24.6805324410313,-14.3674935951802,2023,18.7923180076628,6.59538219617408,35.0961610669036,"Ambos déficit","Cenário 1"
"68","CE",23015,"15ª Região Crateús",37.3537734018085,11.0724277505436,29.6420595355637,-26.2813456512649,2023,51.3447222222222,15.2881727405241,29.7755486422853,"Ambos déficit","Cenário 1"
"69","CE",23016,"16ª Região Camocim",19.7899351929661,5.09701836240213,25.7556091654801,-14.6929168305639,2023,33.2869348659004,8.09819980376059,24.3284635139431,"Ambos déficit","Cenário 1"
"70","CE",23017,"17ª Região Icó",16.9447964924753,6.65566470343013,39.2785166017529,-10.2891317890451,2023,25.4140421455939,7.0458991160091,27.7244331131743,"Ambos déficit","Cenário 1"
"71","CE",23018,"18ª Região Iguatú",35.353868079841,14.1186000124897,39.9350927615761,-21.2352680673512,2023,48.2358045977012,14.2464722555437,29.5350567371331,"Ambos déficit","Cenário 1"
"72","CE",23019,"19ª Região Brejo Santo",32.9518446316998,11.0683933149637,33.5896015493952,-21.8834513167361,2023,41.3762931034483,13.137020807187,31.7501153966163,"Ambos déficit","Cenário 1"
"73","CE",23020,"20ª Região Crato",45.4225837157713,20.389156353198,44.8877071387697,-25.0334273625734,2023,69.7151724137931,20.0419221843303,28.7482932199778,"Ambos déficit","Cenário 1"
"74","CE",23021,"21ª Região Juazeiro do Norte",60.3927816456661,18.1707243072805,30.0875763827059,-42.2220573383855,2023,94.3884195402299,20.3973827367383,21.6100479657301,"Ambos déficit","Cenário 1"
"75","CE",23022,"22ª Região Cascavel",39.7973995405895,14.2833712997873,35.8902125884373,-25.5140282408022,2023,62.7359865900383,15.2844280917383,24.3630951269127,"Ambos déficit","Cenário 1"
"76","DF",53001,"Distrito Federal",378.197348786546,177.435540565281,46.9161249106019,-200.761808221265,2023,536.754147509579,294.241377944838,54.8186500859012,"Ambos déficit","Cenário 1"
"77","ES",32002,"Metropolitana",327.911277791487,85.3591697463192,26.0311784093616,-242.552108045168,2023,458.545622605364,78.3806068883263,17.0933061017971,"Ambos déficit","Cenário 1"
"78","ES",32004,"Sul",87.9596178512745,23.8359079151577,27.0986942615649,-64.1237099361168,2023,129.275191570881,24.789344231764,19.1756391389079,"Ambos déficit","Cenário 1"
"79","ES",32005,"Central Norte",122.919051713788,42.1498394091441,34.290729404005,-80.7692123046443,2023,196.613199233716,44.2164885119568,22.4890743267934,"Ambos déficit","Cenário 1"
"80","GO",52001,"Central",260.751527693197,73.710099058366,28.2683287459371,-187.041428634831,2023,365.223074712644,62.6829282116681,17.1629156402527,"Ambos déficit","Cenário 1"
"81","GO",52002,"Centro Sul",130.287766227321,34.8319524305399,26.7346301492087,-95.4558137967809,2023,185.627030651341,33.2035586544121,17.8872433276044,"Ambos déficit","Cenário 1"
"82","GO",52003,"Entorno Norte",37.5821613900371,13.5465298686784,36.0451058897042,-24.0356315213587,2023,56.3854406130268,15.6371089131042,27.7325294315276,"Ambos déficit","Cenário 1"
"83","GO",52004,"Entorno Sul",113.727056881592,51.9311726719126,45.6629882948446,-61.7958842096793,2023,192.994837164751,47.5606681698955,24.6434924729593,"Ambos déficit","Cenário 1"
"84","GO",52005,"Estrada de Ferro",41.364693722728,13.3589448598899,32.2955246554859,-28.0057488628382,2023,59.6472605363985,10.9695400882023,18.3906854892495,"Ambos déficit","Cenário 1"
"85","GO",52006,"Nordeste I",6.74643983902458,1.58228734015763,23.4536641237789,-5.16415249886695,2023,9.93877394636015,1.91540046440134,19.2719994914747,"Ambos déficit","Cenário 1"
"86","GO",52007,"Nordeste II",18.462819207162,7.73956898775624,41.919757220793,-10.7232502194057,2023,20.7491762452107,8.84151767110512,42.6114153478546,"Ambos déficit","Cenário 1"
"87","GO",52008,"Norte",18.4617396694147,5.97904311703194,32.3861305819264,-12.4826965523827,2023,25.1993295019157,7.42385045122475,29.4605078704986,"Ambos déficit","Cenário 1"
"88","GO",52009,"Oeste I",11.9054032661584,3.88142578145397,32.6022201405566,-8.02397748470442,2023,19.4397892720307,4.98775574145439,25.6574578646828,"Ambos déficit","Cenário 1"
"89","GO",52010,"Oeste II",13.6010915336548,5.876577882006,43.2066637259583,-7.72451365164878,2023,21.8764176245211,6.05868875796805,27.6950680955044,"Ambos déficit","Cenário 1"
"90","GO",52011,"Pirineus",81.3664597850877,13.9543513677552,17.1500043194858,-67.4121084173324,2023,112.042931034483,18.405882749637,16.4275270021028,"Ambos déficit","Cenário 1"
"91","GO",52012,"Rio Vermelho",23.4193428638402,8.52301332077728,36.3930506945902,-14.896329543063,2023,37.4675478927203,8.42892301732804,22.4965963651059,"Ambos déficit","Cenário 1"
"92","GO",52013,"São Patrício I",29.0297490352449,8.63462116124304,29.7440434319972,-20.3951278740019,2023,28.7028352490421,10.1368724179335,35.316624054663,"Ambos déficit","Cenário 1"
"93","GO",52014,"Serra da Mesa",23.1295503068979,7.52796460840551,32.5469562032966,-15.6015856984924,2023,23.085469348659,8.28432039057392,35.8854319375367,"Ambos déficit","Cenário 1"
"94","GO",52015,"Sudoeste I",57.7053722327502,16.9021585525369,29.2904419442323,-40.8032136802133,2023,87.57780651341,17.9234605683959,20.4657564307133,"Ambos déficit","Cenário 1"
"95","GO",52016,"Sudoeste II",31.1487005993329,13.1563656765948,42.2372857405055,-17.9923349227381,2023,49.2954118773946,10.8880267668371,22.0873025544797,"Ambos déficit","Cenário 1"
"96","GO",52017,"Sul",31.0949496812277,7.95524900962084,25.5837333431142,-23.1397006716068,2023,44.9505172413793,8.31334053609098,18.494426863765,"Ambos déficit","Cenário 1"
"97","GO",52018,"São Patrício II",25.1770243228976,6.391162027813,25.3848983336782,-18.7858622950846,2023,35.1390900383142,5.97723942924994,17.0102282749286,"Ambos déficit","Cenário 1"
"98","MA",21001,"Açailândia",64.7442697829913,18.7087203976914,28.8963339310165,-46.0355493852999,2023,61.7525670498084,20.4359024980213,33.0932032048775,"Ambos déficit","Cenário 1"
"99","MA",21002,"Bacabal",51.5919253342222,15.5494799298237,30.1393674089332,-36.0424454043985,2023,53.0911494252874,20.0123482477425,37.6943209261366,"Ambos déficit","Cenário 1"
"100","MA",21003,"Balsas",34.4100108792849,12.8416866353392,37.3196238745451,-21.5683242439458,2023,56.663754789272,13.3522463459923,23.5639985307154,"Ambos déficit","Cenário 1"
"101","MA",21004,"Barra do Corda",43.6699619565645,10.482073218368,24.0029364550255,-33.1878887381966,2023,64.9724329501916,12.7814825961762,19.6721625092516,"Ambos déficit","Cenário 1"
"102","MA",21005,"Caxias",50.0940607933758,18.9796408639534,37.8880062094371,-31.1144199294224,2023,64.6449808429119,21.3292692711009,32.9944707121676,"Ambos déficit","Cenário 1"
"103","MA",21006,"Chapadinha",78.6848780605717,27.3238085025957,34.7256158693692,-51.361069557976,2023,79.6293486590038,29.2332478763007,36.7116501247373,"Ambos déficit","Cenário 1"
"104","MA",21007,"Codó",39.8892627361588,13.9763804512699,35.0379512996128,-25.9128822848888,2023,63.1770114942529,15.5366664962358,24.5922783125776,"Ambos déficit","Cenário 1"
"105","MA",21008,"Imperatriz",122.421696882626,41.954294011367,34.2703091687999,-80.4674028712591,2023,126.656772030651,48.1374830198496,38.0062449469344,"Ambos déficit","Cenário 1"
"106","MA",21009,"Itapecuru Mirim",76.084135541849,25.2106189042964,33.1351847855716,-50.8735166375525,2023,77.0894444444445,25.7892232725918,33.4536374706619,"Ambos déficit","Cenário 1"
"107","MA",21010,"Pedreiras",42.7504804030205,15.2933194820858,35.7734447377235,-27.4571609209346,2023,45.7841187739464,18.3024657811762,39.9755772772268,"Ambos déficit","Cenário 1"
"108","MA",21011,"Pinheiro",68.975897409065,23.0983484117911,33.4875649022805,-45.8775489972739,2023,78.2813314176245,26.1392052327219,33.3913651688822,"Ambos déficit","Cenário 1"
"109","MA",21012,"Presidente Dutra",59.826858951935,17.4932099251309,29.2397264900452,-42.3336490268041,2023,59.1051724137931,20.8448501460804,35.2673874295576,"Ambos déficit","Cenário 1"
"110","MA",21013,"Rosário",63.7581519946372,19.760944073884,30.9935960432889,-43.9972079207532,2023,62.0833812260536,21.3451547802292,34.3814308413852,"Ambos déficit","Cenário 1"
"111","MA",21014,"Santa Inês",81.65200787082,26.3781430946792,32.3055657570743,-55.2738647761408,2023,82.554224137931,30.2608504499218,36.6557263010093,"Ambos déficit","Cenário 1"
"112","MA",21015,"São João dos Patos",50.527158226663,15.3873837376142,30.4536892191461,-35.1397744890489,2023,49.6614750957854,17.3587211559562,34.9540989720407,"Ambos déficit","Cenário 1"
"113","MA",21016,"São Luís",203.640427039721,45.0333380650453,22.1141443865963,-158.607088974676,2023,287.973563218391,50.5998817072017,17.5710162911129,"Ambos déficit","Cenário 1"
"114","MA",21017,"Timon",36.8671665333402,10.2430879676945,27.7837678641002,-26.6240785656457,2023,56.6288984674329,11.8570391604557,20.9381419758228,"Ambos déficit","Cenário 1"
"115","MA",21018,"Viana",47.533074336678,17.6889152610748,37.2139094891775,-29.8441590756032,2023,49.8372605363985,19.3239255129357,38.7740523956419,"Ambos déficit","Cenário 1"
"116","MA",21019,"Zé Doca",62.081593314037,18.1314240076671,29.2057968228202,-43.9501693063698,2023,61.1580459770115,21.4627681495088,35.0939403093036,"Ambos déficit","Cenário 1"
"117","MG",31001,"Alfenas / Machado",32.9169463318616,18.814022079837,57.1560371674762,-14.1029242520246,2023,47.3341283524904,13.6263643847911,28.7876102488199,"Ambos déficit","Cenário 1"
"118","MG",31002,"Guaxupé",14.8659581435697,6.19416250993999,41.6667560215033,-8.67179563362973,2023,23.3541570881226,5.66406419431793,24.2529163991902,"Ambos déficit","Cenário 1"
"119","MG",31003,"Itajubá",20.4600145751979,21.2728125848912,103.972616963229,0.812798009693338,2023,32.5403639846743,20.9324475835329,64.3276381093696,"Superávit em médicos e déficit de enfermeiros","Cenário 1"
"120","MG",31004,"Lavras",23.4676464550638,5.24790844889695,22.3623125520735,-18.2197380061668,2023,30.8602586206897,4.43556729937553,14.3730723513827,"Ambos déficit","Cenário 1"
"121","MG",31006,"Poços de Caldas",22.7046431884435,9.15334322453015,40.314851673992,-13.5512999639134,2023,35.9629310344828,7.95497270762353,22.1199231508577,"Ambos déficit","Cenário 1"
"122","MG",31007,"Pouso Alegre",91.2761844703511,44.4454655743388,48.6933868152385,-46.8307188960124,2023,102.195574712644,43.3420410419273,42.4108785177808,"Ambos déficit","Cenário 1"
"123","MG",31008,"São Lourenço",34.8804009885691,13.1779254745064,37.7803153089469,-21.7024755140626,2023,38.8961302681992,12.5228823953643,32.1957025262299,"Ambos déficit","Cenário 1"
"124","MG",31009,"São Sebastião do Paraíso",14.1644706374808,4.20708047724787,29.7016428281862,-9.95739016023297,2023,21.7986781609195,4.58052451406322,21.0128544503911,"Ambos déficit","Cenário 1"
"125","MG",31010,"Três Corações",15.5188446192661,3.80979400906191,24.5494693872518,-11.7090506102042,2023,20.8481609195402,3.19758978016445,15.3375148652439,"Ambos déficit","Cenário 1"
"126","MG",31011,"Três Pontas",15.0857875186577,5.3656632248728,35.5676706849853,-9.72012429378493,2023,21.9350862068965,4.10957921294329,18.7351860584492,"Ambos déficit","Cenário 1"
"127","MG",31012,"Varginha",25.6802821060351,9.32769688354433,36.3224081613661,-16.3525852224908,2023,36.5283524904215,6.50884223063181,17.818603322826,"Ambos déficit","Cenário 1"
"128","MG",31013,"Barbacena",32.3829480480253,13.6018795029759,42.0032156516562,-18.7810685450495,2023,32.2952490421456,11.5736702516446,35.8370676644754,"Ambos déficit","Cenário 1"
"129","MG",31015,"São João Del Rei",21.301143313668,9.40398758451622,44.1478067446366,-11.8971557291518,2023,35.2129597701149,8.34708987386817,23.7045960588417,"Ambos déficit","Cenário 1"
"130","MG",31016,"Belo Horizonte/ Nova Lima/ Caeté",366.113550511228,90.0168412825638,24.5871372848307,-276.096709228665,2023,511.904664750958,87.4746685438377,17.0880780284341,"Ambos déficit","Cenário 1"
"131","MG",31017,"Betim",90.6641083876004,35.5330872922393,39.1920109557917,-55.1310210953612,2023,136.672289272031,34.4662740478995,25.2181874112742,"Ambos déficit","Cenário 1"
"132","MG",31018,"Contagem",115.329406098387,20.9598724127171,18.1739186230061,-94.3695336856702,2023,145.185038314176,17.9133793294734,12.3383094687135,"Ambos déficit","Cenário 1"
"133","MG",31019,"Curvelo",22.8060152722178,10.0657430870764,44.1363516025459,-12.7402721851414,2023,30.0601245210728,10.2162276182785,33.9859790371684,"Ambos déficit","Cenário 1"
"134","MG",31020,"Guanhães",9.68251757134077,8.93074955231518,92.2358207616297,-0.751768019025599,2023,15.2215038314176,9.33848627708951,61.3506154222068,"Ambos déficit","Cenário 1"
"135","MG",31021,"Itabira",36.4437640311599,14.9810570019895,41.1073263156365,-21.4627070291704,2023,39.5159003831418,16.0690059491201,40.6646585129451,"Ambos déficit","Cenário 1"
"136","MG",31022,"Ouro Preto",28.2092440403969,19.3890675398899,68.7330277696341,-8.82017650050703,2023,34.8459770114943,11.8691087481757,34.061632837158,"Ambos déficit","Cenário 1"
"137","MG",31023,"João Monlevade",16.303311672806,6.98509778781773,42.8446559079706,-9.31821388498824,2023,21.8563218390805,6.23221299631642,28.5144638800699,"Ambos déficit","Cenário 1"
"138","MG",31024,"Sete Lagoas",43.9191788625638,15.5252872171402,35.3496755158456,-28.3938916454236,2023,71.8488793103448,16.7578202686686,23.3237044606983,"Ambos déficit","Cenário 1"
"139","MG",31025,"Vespasiano",37.133547564565,21.1004914789915,56.8232578433384,-16.0330560855735,2023,62.1213697318008,14.9926933003415,24.1345182262884,"Ambos déficit","Cenário 1"
"140","MG",31026,"Diamantina",18.0942882822861,11.4171656444611,63.09817477396,-6.67712263782506,2023,24.6974329501916,13.0352575048753,52.77980724217,"Ambos déficit","Cenário 1"
"141","MG",31027,"Turmalina/Minas Novas/Capelinha",17.1967032342385,6.65573839593152,38.703571872311,-10.540964838307,2023,19.6052490421456,8.50301713991668,43.3711253636088,"Ambos déficit","Cenário 1"
"142","MG",31028,"Bom Despacho",11.7220850946075,5.43266838770242,46.3455805332927,-6.28941670690508,2023,17.7511685823755,4.96062250645389,27.9453292521773,"Ambos déficit","Cenário 1"
"143","MG",31030,"Formiga",12.088688193803,5.48544711470708,45.3766945326545,-6.60324107909597,2023,17.4016283524904,5.03749512969518,28.9484123419648,"Ambos déficit","Cenário 1"
"144","MG",31031,"Itaúna",17.3315151939333,1.83208360185501,10.570821889227,-15.4994315920783,2023,20.3492049808429,1.81061387214577,8.8977130745418,"Ambos déficit","Cenário 1"
"145","MG",31032,"Pará de Minas",37.5659177638936,9.66232854290322,25.7209968983911,-27.9035892209904,2023,55.2082279693487,10.585386123273,19.1735661741398,"Ambos déficit","Cenário 1"
"146","MG",31034,"Caratinga",36.1672193478209,12.7172721499495,35.1624271350451,-23.4499471978715,2023,36.1319348659004,12.9863258625718,35.9414072641531,"Ambos déficit","Cenário 1"
